id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,StructureType,BuildingType,OccupancyClass,OccupancyClass_Actual,NumberOfUnits,NightPopulation,DayPopulation,CensusBlock,CensusTract,FootprintID,geometry,DesignLevel,HeightClass
0,37.64948752985467,-122.03441188109178,1205.3333333333333,2.0,1980.0,1002919.56,668613.04,W1,W,RES1,RES1,1.0,2.0,0.0,60014351034007,6001435103,9071,POINT (-122.03441188109178 37.64948752985467),High-Code,
1,37.64319361431914,-122.12902603433682,12758.0,1.0,2000.0,4906210.37,2044254.32,RM1,M,COM2,COM2,4.0,1.0,7.0,60014371014035,6001437101,1339,POINT (-122.12902603433682 37.64319361431914),High-Code,Low-Rise
2,37.620329431111344,-122.08553360293097,1572.5,1.0,1966.0,494963.04,329975.36,MH,H,RES2,RES2,1.0,2.0,0.0,60014384002005,6001438400,9540,POINT (-122.08553360293097 37.620329431111344),Moderate-Code,
3,37.63299690209451,-122.06912732894152,2225.607623404532,1.0,1952.0,291384.31,194256.21,W1,W,RES1,RES1,1.0,3.0,1.0,60014377012003,6001437701,30747,POINT (-122.06912732894152 37.63299690209451),Moderate-Code,
4,37.61908023905549,-122.04524486571486,1134.0,1.0,1956.0,521212.54000000004,347475.03,W1,W,RES1,RES1,1.0,3.0,1.0,60014381001007,6001438100,144,POINT (-122.04524486571486 37.61908023905549),Moderate-Code,
5,37.631131167600465,-122.05524449017952,48.85217772236676,1.0,1976.0,5416.729465856027,3611.152977237351,MH,H,RES2,RES2,1.0,3.0,2.0,60014382042012,6001438204,22101,POINT (-122.05524449017952 37.631131167600465),High-Code,
6,37.649630667088,-122.03978453906845,2101.3333333333335,2.0,1985.0,1653852.51,1225075.93,W1,W,RES1,RES3A,2.0,19.0,2.0,60014351023006,6001435102,21673,POINT (-122.03978453906845 37.649630667088),High-Code,
7,37.63061724797041,-122.10390252184703,1128.0,1.0,1957.0,557177.75,371451.83,W1,W,RES1,RES1,1.0,3.0,1.0,60014371013004,6001437101,6543,POINT (-122.10390252184703 37.63061724797041),Moderate-Code,
8,37.64047683207791,-122.07465360957795,2844.1484543232164,1.0,1962.0,1260968.21,934050.53,W1,W,RES1,RES3B,3.0,15.0,7.0,60014377021001,6001437702,25483,POINT (-122.07465360957795 37.64047683207791),Moderate-Code,
9,37.6635150837071,-122.07934535953147,1064.0,1.0,1950.0,288550.54,192367.03,W1,W,RES1,RES1,1.0,1.0,0.0,60014365001008,6001436500,4696,POINT (-122.07934535953147 37.6635150837071),Moderate-Code,
10,37.656803967909646,-122.0178245817444,2180.5,2.0,1998.0,1071015.01,714010.01,W1,W,RES1,RES1,1.0,4.0,1.0,60014351021000,6001435102,24863,POINT (-122.0178245817444 37.656803967909646),High-Code,
11,37.62203309123464,-122.07571060703988,14.694658272718348,1.0,1970.0,431280.45999999996,287520.31,MH,H,RES2,RES2,1.0,4.0,2.0,60014382012004,6001438201,28121,POINT (-122.07571060703988 37.62203309123464),Moderate-Code,
12,37.61413166691698,-122.09042159456368,1464.0,2.0,2012.0,980595.28,653730.19,W1,W,RES1,RES1,1.0,2.0,0.0,60014371011049,6001437101,19570,POINT (-122.09042159456368 37.61413166691698),High-Code,
13,37.63941886127755,-122.09467460719542,1268.0,1.0,1957.0,233570.74,155713.83,W1,W,RES1,RES1,1.0,4.0,2.0,60014373001003,6001437300,21337,POINT (-122.09467460719542 37.63941886127755),Moderate-Code,
14,37.62142532758056,-122.03676638129406,1609.0,1.0,1962.0,604842.42,403228.28,W1,W,RES1,RES1,1.0,3.0,1.0,60014380002003,6001438000,5007,POINT (-122.03676638129406 37.62142532758056),Moderate-Code,
15,37.67537718353553,-122.07239758493668,2521.0,1.0,1957.0,1482578.3,1098206.15,W1,W,RES1,RES3B,3.0,8.0,4.0,60014364034000,6001436403,26226,POINT (-122.07239758493668 37.67537718353553),Moderate-Code,
16,37.61205021838652,-122.03376058580098,1031.0,1.0,1984.0,473871.36,315914.24,W1,W,RES1,RES1,1.0,3.0,1.0,60014381006003,6001438100,1940,POINT (-122.03376058580098 37.61205021838652),High-Code,
17,37.63445425906091,-122.09581996842653,1128.0,1.0,1957.0,214117.03,142744.69,W1,W,RES1,RES1,1.0,2.0,0.0,60014373003007,6001437300,11547,POINT (-122.09581996842653 37.63445425906091),Moderate-Code,
18,37.64204887738043,-122.10211365067728,1280.0,1.0,1961.0,591672.63,394448.42,W1,W,RES1,RES1,1.0,2.0,1.0,60014370003025,6001437000,31268,POINT (-122.10211365067728 37.64204887738043),Moderate-Code,
19,37.61144631172225,-122.09010444902978,5299.5,2.0,2010.0,3847914.14,2850306.77,W1,W,RES3,RES3C,6.0,19.0,4.0,60014371011037,6001437101,33803,POINT (-122.09010444902978 37.61144631172225),High-Code,
