loc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
16,1,2,2,3,3,2,2,2,3,1,2,2,0,1,1,2,2,0,1,2,0,2,2,1,2,1,2,3,2,2,4,2,1,1,0,1,1,2,3,4,1,4,1,1,2,2,1,3,0,2
17,2,3,2,2,1,3,2,2,2,1,2,2,0,0,2,4,2,0,1,2,0,2,2,2,2,3,2,2,2,1,1,1,1,0,1,3,1,2,2,4,0,3,2,1,2,2,1,1,0,2
18,2,3,2,1,1,2,4,4,4,2,1,0,1,1,1,3,1,1,0,3,2,2,1,4,2,2,0,2,2,0,2,2,1,0,2,1,1,2,2,4,2,4,1,1,1,1,1,4,0,1
19,0,3,1,2,2,3,2,2,4,1,2,1,0,0,1,3,3,0,0,2,0,2,1,3,3,1,1,3,2,2,2,2,1,1,2,0,1,2,2,4,1,4,4,2,2,1,2,3,1,2
20,3,4,2,2,3,4,3,4,4,3,4,3,1,3,3,4,3,1,3,4,3,3,2,3,2,3,3,4,3,2,4,3,1,2,3,4,1,4,4,4,2,4,3,2,2,2,2,4,3,2
21,2,4,2,3,3,3,4,4,4,3,4,4,2,3,3,4,3,3,2,4,2,3,1,2,2,3,2,4,2,2,4,2,1,2,4,2,3,4,3,4,2,4,4,3,4,1,3,4,2,2
22,0,2,0,2,1,2,1,2,2,2,2,0,1,0,2,3,2,1,0,3,1,2,0,2,2,3,2,4,0,1,1,2,1,1,3,1,0,2,3,4,2,5,2,1,1,3,2,2,0,2
23,0,2,1,0,1,2,3,2,2,2,1,1,0,1,1,2,1,0,1,2,0,2,2,1,1,2,2,3,1,0,2,2,0,1,3,1,0,2,1,4,2,2,2,1,0,1,0,3,1,0
24,0,1,1,2,2,1,2,3,3,1,2,2,0,0,1,3,1,0,0,2,1,2,0,2,2,1,1,4,0,0,2,2,1,1,1,3,1,1,1,4,4,3,1,1,2,2,1,2,1,1
25,0,2,1,1,1,2,2,2,1,2,1,0,0,0,1,2,0,1,0,3,1,1,2,1,0,2,1,2,2,0,1,1,1,0,1,2,1,2,1,3,1,2,1,1,1,1,1,3,0,1
26,2,1,1,2,1,2,1,2,2,1,1,2,0,1,2,3,1,0,0,2,2,2,1,2,1,2,1,2,0,0,2,2,0,0,0,2,1,1,2,4,2,3,3,1,2,4,2,2,1,3
27,2,3,0,1,1,1,2,3,4,2,2,2,0,1,1,4,2,2,0,2,1,2,1,1,1,2,0,3,1,0,3,1,2,0,3,2,1,1,3,4,2,3,2,0,2,2,1,4,0,1
28,2,2,1,2,3,2,1,3,2,2,1,1,0,1,2,4,3,1,1,4,0,2,2,1,1,2,0,4,1,0,4,1,2,1,2,2,1,0,3,4,2,2,2,2,2,1,1,2,1,2
29,1,2,2,1,1,2,2,2,2,2,1,1,0,1,1,4,1,1,0,3,1,2,2,2,2,1,0,2,1,1,2,2,0,1,2,1,0,2,2,4,2,1,3,1,1,0,0,3,0,1
30,1,1,1,3,1,4,4,4,2,2,3,1,0,2,2,4,1,0,2,2,2,3,1,2,1,2,1,4,1,0,2,0,2,1,2,2,0,3,2,4,0,2,2,2,2,1,1,2,1,1
31,2,3,1,3,0,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,0,2,2,2,1,2,0,2,0,0,2,3,0,0,1,0,0,2,2,3,2,3,3,1,2,2,1,3,2,2
32,1,4,1,2,2,3,1,2,2,2,2,1,1,1,1,2,3,1,0,4,0,2,1,2,1,3,1,3,0,0,2,3,1,1,2,2,1,3,3,4,2,3,2,0,3,1,2,2,0,2
33,1,2,1,1,1,2,1,2,2,3,1,2,0,0,2,2,1,0,1,2,1,1,0,1,0,1,0,2,1,0,2,0,1,1,4,1,1,2,2,4,1,2,0,1,2,1,1,2,0,2
34,1,1,0,1,1,2,2,2,3,2,1,1,0,0,0,2,2,0,0,3,0,1,0,1,2,3,0,2,1,1,3,0,1,1,1,1,0,2,1,4,2,2,2,1,2,1,1,2,0,1
35,1,1,2,2,1,1,2,3,2,1,2,1,0,0,1,4,1,1,0,2,0,1,2,1,2,1,0,2,2,0,1,2,0,1,2,1,1,1,1,3,1,3,2,2,2,1,2,2,1,1
36,1,1,2,1,1,1,0,1,1,2,1,0,0,0,1,1,1,1,1,2,1,2,2,2,0,1,0,2,1,1,2,0,0,0,2,1,1,1,1,3,1,2,0,1,1,0,0,1,1,1
37,1,2,1,2,1,2,2,3,2,2,2,0,0,0,3,2,1,0,1,4,2,2,2,2,2,3,0,4,3,0,1,2,2,0,1,0,2,1,3,4,4,3,0,2,1,1,4,2,0,1
38,1,2,2,2,1,2,3,4,2,2,1,2,1,1,2,0,1,1,1,3,1,2,1,1,0,2,1,4,3,0,2,2,1,1,1,2,1,2,4,4,4,4,2,2,2,1,1,4,0,0
39,2,3,2,4,3,4,3,3,4,2,3,1,2,0,2,3,3,1,0,3,2,0,1,4,4,3,1,4,3,1,3,4,2,1,2,0,2,3,3,4,4,4,4,1,5,2,3,4,2,2
40,2,1,0,2,2,2,3,1,3,2,0,2,1,2,2,4,2,0,0,3,0,1,2,2,1,2,0,3,1,1,1,1,0,0,2,2,1,5,2,4,3,3,3,1,2,2,1,4,1,2
41,1,3,2,2,2,3,2,2,2,2,0,2,0,1,3,3,1,2,0,4,1,1,1,2,0,2,0,3,0,0,2,1,0,0,2,1,1,2,4,4,2,2,2,1,1,2,2,3,0,2
42,1,1,1,2,1,4,3,1,2,1,2,2,0,1,1,4,2,1,1,4,1,1,0,1,2,2,0,3,0,0,2,2,1,0,1,2,1,2,2,4,2,4,2,0,1,2,1,3,0,1
43,2,1,1,2,2,4,3,2,2,2,2,1,1,0,2,3,3,0,0,4,1,2,0,0,2,2,0,4,2,0,2,1,1,0,1,1,1,2,2,4,2,2,4,1,1,2,3,2,1,1
44,1,2,1,1,3,2,2,2,3,2,2,1,1,0,2,2,2,1,1,2,1,1,2,0,2,2,2,3,3,0,2,1,1,1,1,1,2,3,2,4,4,3,2,1,2,1,2,4,1,1
45,1,1,1,1,1,2,2,3,3,2,3,0,1,0,1,2,2,0,1,2,1,1,0,1,2,3,2,2,2,0,2,2,0,0,3,2,0,2,4,4,3,2,4,2,1,3,2,4,0,1
46,1,2,1,2,2,2,3,5,2,1,2,0,0,1,2,1,1,0,1,4,1,3,1,2,2,2,0,4,2,0,2,2,0,2,2,1,2,2,2,4,2,4,1,0,3,2,2,4,0,0
47,2,2,1,2,1,3,2,2,2,1,2,1,1,0,2,3,2,1,1,2,1,2,1,1,2,2,0,3,2,0,2,2,2,0,2,0,1,3,2,3,2,4,2,1,0,2,2,2,1,0
48,1,2,1,0,2,2,2,3,1,1,0,0,0,0,2,2,2,2,1,2,2,1,1,1,2,4,1,3,3,0,2,2,0,1,1,2,2,2,4,4,4,4,4,2,2,1,2,4,0,0
49,0,1,2,2,1,2,2,3,1,2,2,0,1,1,1,2,1,0,2,3,1,2,1,2,2,3,2,4,4,0,4,1,1,1,1,2,1,1,3,4,3,4,2,2,2,3,2,3,0,1
50,1,2,0,2,1,2,2,4,2,1,1,0,0,1,2,2,2,1,0,3,2,2,2,0,1,1,0,2,2,0,2,1,0,0,1,2,0,2,1,3,3,3,2,1,1,3,0,2,0,1
51,2,2,1,2,2,2,0,3,2,1,2,2,0,1,1,2,2,0,0,2,0,2,1,3,2,1,0,2,2,0,1,2,0,1,1,1,0,1,2,4,2,2,2,1,2,1,2,2,1,1
52,2,2,1,1,1,2,2,2,1,2,3,1,1,0,1,2,1,1,1,2,1,2,0,2,2,3,1,4,3,0,2,2,1,1,2,2,1,2,4,3,3,4,3,1,3,1,2,4,0,0
53,2,2,2,0,2,1,3,1,2,1,3,2,0,0,2,2,1,1,1,2,1,2,0,1,1,2,1,3,3,1,2,3,2,0,1,2,1,2,2,4,4,4,3,0,2,2,2,4,0,1
54,0,4,2,2,1,4,1,2,4,1,2,2,1,2,2,2,1,0,1,3,1,2,2,2,1,2,2,4,2,0,3,2,2,0,3,1,0,4,2,4,1,2,2,2,2,2,2,3,0,2
55,0,3,0,2,1,2,2,2,2,2,2,2,0,1,2,1,2,1,1,4,1,1,2,2,2,1,0,2,0,1,2,2,1,0,0,2,0,2,2,5,2,2,1,1,2,0,0,3,1,1
56,1,2,2,2,1,1,2,3,3,2,3,2,1,1,2,2,2,0,1,3,0,1,1,2,1,2,0,2,3,1,1,2,0,1,2,2,0,1,3,3,3,2,2,1,2,2,2,3,0,1
57,2,2,1,2,0,1,2,2,3,0,1,1,0,0,2,1,1,0,0,2,0,1,1,1,1,1,0,1,2,0,0,2,0,1,1,2,1,2,3,4,2,2,2,2,2,2,2,4,0,1
58,0,2,1,2,0,3,1,3,3,1,0,0,1,2,2,2,0,0,0,2,0,2,0,1,1,1,1,2,1,0,2,2,1,1,1,0,0,2,3,3,2,2,1,1,2,1,2,2,1,1
59,1,1,1,2,1,1,1,2,2,2,0,1,1,0,2,1,1,1,0,3,0,1,0,1,0,1,1,3,1,0,3,2,2,0,1,2,1,1,2,3,2,4,2,0,1,2,1,2,0,1
60,0,1,0,3,0,3,2,2,2,2,0,0,0,1,1,1,0,0,0,4,0,2,0,0,2,2,0,3,1,0,2,1,1,0,0,2,0,2,2,4,2,4,2,2,1,2,2,2,0,1
61,1,4,1,2,2,1,2,3,2,1,2,2,1,1,2,3,3,0,1,4,1,2,2,2,2,1,1,4,2,0,2,2,2,1,2,0,0,2,1,4,2,4,2,1,2,2,1,3,1,2
62,1,2,1,2,1,4,3,2,3,2,3,0,1,1,1,2,2,1,0,2,0,2,0,2,1,0,1,3,0,0,2,2,1,1,2,0,1,0,2,4,2,3,2,2,2,2,1,2,0,0
63,1,1,2,1,0,2,0,2,1,2,1,1,0,1,2,2,1,0,0,2,1,1,0,2,0,1,1,3,1,0,2,2,0,0,2,1,1,2,1,3,3,2,1,2,1,2,1,2,0,2
64,1,2,1,1,1,3,3,3,2,0,2,2,1,1,1,3,2,0,0,2,2,1,0,1,1,1,0,4,0,0,1,1,0,0,1,0,1,2,0,4,3,4,1,1,1,2,2,2,0,2
65,0,3,0,2,1,1,2,2,2,1,2,1,1,2,1,3,1,0,0,4,0,2,1,2,2,1,0,4,0,0,2,1,1,1,2,1,1,4,2,4,4,3,2,2,3,2,2,3,0,1
66,1,3,0,1,3,2,2,3,3,0,2,0,0,0,1,2,1,1,1,3,2,3,0,0,3,2,1,2,3,0,3,1,0,1,2,2,1,1,3,4,5,4,4,1,2,2,3,4,0,0
67,0,2,2,2,2,3,2,3,2,1,3,1,1,0,2,1,1,0,0,2,0,2,0,1,2,2,1,3,3,0,2,2,1,0,1,2,2,2,2,3,3,3,3,1,1,4,3,2,0,1
68,1,1,2,2,1,2,2,4,2,2,2,1,1,2,1,2,1,0,1,4,2,1,2,2,1,2,1,3,2,1,2,1,0,0,1,1,1,2,1,4,2,3,0,1,2,0,0,4,1,0
69,1,2,1,3,2,3,2,2,2,2,1,1,1,1,2,3,1,0,0,3,0,0,1,2,2,2,0,3,1,0,1,2,0,0,2,1,0,1,3,3,1,2,2,0,2,2,1,3,0,1
70,2,4,2,3,1,2,2,2,3,2,2,2,1,0,2,3,1,0,0,3,1,2,0,2,2,1,2,2,2,0,1,4,1,0,3,1,1,4,2,4,2,4,3,1,1,2,1,2,1,1
71,2,2,3,2,1,2,2,4,3,2,1,2,1,0,1,3,2,0,0,2,1,2,1,0,1,3,0,5,2,0,2,2,0,0,2,1,1,4,4,4,2,4,3,0,1,2,2,2,1,2
72,2,2,2,3,0,2,2,2,4,2,2,1,0,1,2,2,1,0,0,4,1,2,2,2,2,2,0,3,1,0,3,2,0,1,3,1,0,2,1,4,1,3,0,0,1,0,0,3,1,1
73,0,0,0,2,0,3,1,3,2,2,2,3,0,1,2,3,2,2,0,3,2,2,2,2,0,2,1,3,0,0,2,1,1,0,1,3,1,2,1,4,2,4,2,1,1,3,2,3,0,1
74,2,3,0,2,1,0,1,2,4,2,3,2,1,2,3,4,2,0,1,3,0,2,2,2,1,2,1,4,0,0,1,1,0,0,2,2,1,2,4,4,2,4,2,0,2,2,1,3,0,1
75,1,2,2,2,1,1,2,3,2,1,1,2,1,0,1,2,2,1,0,2,2,1,0,1,2,1,0,2,2,0,2,3,2,0,0,2,0,2,1,4,2,3,2,0,2,2,2,3,0,2
76,2,2,0,3,1,2,1,0,3,2,0,2,1,0,1,3,1,0,0,2,1,2,1,2,0,1,0,3,0,0,3,2,0,1,3,1,0,1,2,4,1,2,2,0,2,1,2,2,1,1
77,1,2,0,2,0,3,2,2,3,2,2,3,1,1,1,4,2,0,1,4,2,2,1,2,2,2,1,4,2,0,4,2,3,0,2,2,1,2,2,4,0,2,3,1,2,2,1,2,1,0
78,0,2,2,2,3,0,3,2,4,1,2,2,0,0,1,3,1,2,0,4,1,2,2,2,0,1,0,3,2,0,3,2,1,0,3,1,2,4,2,4,2,4,3,2,2,2,2,4,1,1
79,1,2,1,2,3,2,3,3,3,3,3,0,0,0,2,3,1,2,0,4,1,0,1,1,1,2,2,2,3,0,2,2,1,1,1,0,1,2,2,3,2,4,2,1,3,0,3,4,1,1
80,1,1,1,2,2,3,1,3,3,1,2,1,1,1,2,3,3,2,1,2,0,1,0,3,2,2,0,2,4,1,2,2,2,0,1,1,2,1,3,4,3,4,3,2,2,3,2,4,0,1
81,2,2,1,2,1,2,2,2,4,1,2,1,2,0,1,2,2,2,0,3,1,2,2,1,1,2,1,2,2,0,2,2,1,0,5,1,1,2,3,4,4,3,2,1,2,1,3,4,1,2
82,1,3,0,2,1,4,2,2,3,4,2,1,1,1,0,3,3,0,0,3,1,2,0,2,3,2,0,3,2,0,2,1,1,0,2,1,1,2,3,4,2,3,3,2,3,2,2,4,0,2
83,4,3,2,4,4,4,4,3,4,2,4,2,2,2,2,4,3,2,2,4,3,3,2,4,4,5,2,4,3,1,4,3,4,1,4,2,1,2,4,4,4,3,4,4,4,4,4,4,2,3
84,1,3,2,2,0,2,3,3,3,1,0,1,1,2,1,2,1,1,0,2,2,2,1,2,2,1,0,3,2,0,3,2,0,0,1,4,1,2,2,3,4,4,1,1,1,3,0,0,0,1
85,1,2,2,1,2,2,2,2,3,2,1,0,1,1,0,2,1,1,1,4,1,1,2,2,1,3,2,4,2,0,2,2,1,0,1,1,1,2,2,4,2,4,1,2,2,3,2,4,1,1
86,1,2,2,2,2,2,2,3,2,2,2,1,1,0,2,2,2,0,1,2,0,1,1,1,1,1,0,3,3,0,2,1,1,0,1,2,1,2,1,3,3,3,1,1,0,1,1,2,1,1
87,2,1,1,2,1,2,2,2,2,2,3,0,0,1,1,1,2,1,1,2,1,2,1,1,1,2,0,2,2,0,2,1,1,1,1,2,1,2,1,3,1,2,1,1,1,3,3,2,0,2
88,1,2,1,1,2,2,3,1,1,1,2,0,1,0,1,2,1,0,1,2,1,2,1,1,2,2,1,2,2,0,1,1,0,1,1,1,0,2,1,3,2,2,2,2,1,1,2,2,0,1
89,1,1,0,1,2,2,2,1,2,1,2,0,0,1,2,2,2,1,1,2,0,2,0,1,1,2,1,2,2,0,3,1,0,0,2,1,2,1,2,4,2,3,2,0,2,2,1,4,0,1
90,1,2,1,0,1,2,1,1,2,2,2,0,0,1,1,2,2,0,0,2,1,2,1,1,1,1,1,2,2,0,2,1,0,1,2,2,1,1,3,3,3,2,2,1,1,2,3,2,1,1
91,2,1,1,0,1,2,2,1,1,1,2,1,0,0,1,2,2,1,0,3,1,1,0,1,1,2,1,2,2,1,2,2,0,1,2,1,1,2,2,3,2,3,2,0,0,1,1,3,1,1
92,1,1,1,2,1,2,3,2,2,0,2,1,0,0,1,1,2,0,1,2,0,1,1,1,2,1,1,2,2,0,2,2,0,1,3,2,1,2,2,3,1,4,2,1,1,1,2,3,0,1
93,1,1,1,2,2,4,1,2,3,1,1,0,0,0,0,2,1,1,0,2,2,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,4,1,1,1,0,1,1,0,2,1,1
94,1,2,0,1,1,1,0,2,3,1,1,1,1,0,1,1,1,0,0,2,1,1,1,2,1,1,2,3,2,0,0,1,1,0,2,1,0,1,2,4,1,3,2,3,2,2,2,3,0,1
95,1,2,1,1,0,2,2,2,3,1,1,1,0,2,1,2,1,2,0,3,1,2,1,2,1,1,1,4,2,0,2,0,2,0,1,2,0,2,1,5,1,2,2,0,2,1,1,2,0,1
96,2,2,2,1,1,2,2,2,3,2,2,2,0,0,0,2,1,2,0,3,0,2,1,2,0,2,1,4,0,0,2,2,1,0,1,0,0,2,4,4,3,4,2,0,0,2,1,2,0,2
97,1,2,1,1,3,3,4,3,2,2,2,1,0,1,3,2,2,1,1,3,1,2,1,0,1,2,0,4,2,0,3,2,3,1,2,2,1,2,3,4,2,2,3,2,2,0,0,4,0,1
98,1,2,2,2,1,1,2,2,2,2,1,2,0,0,1,2,2,1,0,3,0,2,0,1,1,2,1,2,1,0,2,0,0,1,4,0,1,2,2,4,1,2,1,1,2,1,0,3,2,2
99,1,2,2,2,2,4,2,2,3,1,2,1,1,0,1,4,2,1,0,4,0,2,1,2,1,2,1,2,2,0,1,1,1,2,3,1,2,2,4,3,2,4,2,2,2,3,3,2,0,1
100,1,1,3,1,2,2,3,2,3,2,2,1,0,0,1,4,4,1,0,3,1,2,2,2,2,2,1,2,2,0,1,1,1,0,2,1,0,2,3,4,5,4,4,2,2,2,2,4,1,2
101,1,3,1,3,1,2,2,3,3,1,3,2,0,2,2,2,2,0,1,3,0,3,1,1,1,1,1,3,1,0,1,2,1,0,2,1,1,1,2,4,2,3,2,0,2,1,0,4,0,1
102,1,4,1,2,2,1,2,2,4,2,2,2,0,1,3,2,1,0,1,2,0,0,0,1,1,2,1,4,1,1,2,2,0,0,2,2,1,3,3,3,2,4,2,1,1,2,4,3,0,1
103,2,3,1,2,1,3,2,3,4,1,1,3,0,0,2,2,2,1,0,3,2,2,1,1,0,2,0,2,2,0,3,2,0,1,2,2,1,2,3,3,2,4,2,1,1,1,2,2,0,2
104,0,2,1,1,0,2,0,2,2,2,2,2,0,0,2,3,1,1,0,3,0,3,0,1,2,3,2,4,1,0,1,1,1,0,2,2,1,2,2,4,2,4,2,1,2,1,2,4,0,1
105,1,2,1,2,1,3,3,2,3,1,2,2,0,1,1,1,2,1,0,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,4,4,2,4,2,2,2,4,3,3,2,2
106,2,2,2,2,1,1,2,2,4,2,2,2,0,0,2,4,4,0,1,3,1,3,1,0,1,2,2,3,2,0,2,2,1,1,2,2,0,2,2,4,2,3,2,2,2,1,1,4,0,0
107,2,3,1,2,2,2,3,3,4,2,1,2,0,0,2,3,2,0,1,2,0,2,0,2,0,3,0,3,1,1,2,2,1,0,0,2,0,2,3,4,2,4,2,2,2,1,2,4,0,0
108,0,1,2,2,1,3,1,2,2,2,2,1,1,0,1,2,0,0,0,1,1,1,1,2,1,0,1,3,0,0,2,1,1,0,1,1,0,2,1,5,2,2,1,0,1,1,1,2,0,1
109,2,2,2,1,1,2,4,4,4,1,3,0,1,2,2,2,2,1,0,3,2,2,1,2,2,4,0,2,2,0,2,1,1,0,2,1,1,2,3,4,5,3,1,2,2,3,2,4,1,1
110,2,1,2,1,0,2,2,3,2,2,1,2,1,0,1,2,1,1,1,3,1,1,2,3,1,2,1,2,2,0,2,1,2,2,1,2,2,3,4,3,3,4,3,2,2,2,2,4,0,1
111,1,2,0,0,0,2,2,2,1,1,1,1,0,1,1,2,0,1,1,2,0,2,2,0,1,2,0,2,1,0,2,2,0,0,0,1,0,2,0,4,1,2,2,1,2,2,1,2,1,1
112,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,0,1,2,0,2,0,2,1,1,0,2,2,1,1,2,0,0,1,1,0,2,1,3,1,2,1,1,1,0,1,3,0,0
113,1,2,0,1,1,3,1,1,2,1,2,1,0,1,1,2,2,1,1,2,1,2,2,0,1,1,0,2,1,0,1,0,0,0,0,2,0,2,0,4,1,2,2,1,1,1,2,1,1,0
114,2,2,0,1,1,2,2,1,2,1,0,1,0,2,0,3,1,0,0,2,1,2,1,2,1,1,0,2,1,0,2,0,0,0,1,1,0,2,1,4,2,2,2,0,2,2,0,3,1,1
115,0,0,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,0,3,0,0,0,2,2,1,0,2,0,0,1,1,0,0,0,1,1,2,2,3,1,2,1,0,1,2,0,3,0,2
116,1,1,0,2,0,2,1,2,2,2,1,0,1,0,0,1,0,0,0,3,1,1,0,2,1,1,0,1,1,0,2,1,1,1,0,1,0,2,2,3,2,3,1,1,2,2,0,2,0,2
117,0,2,1,1,2,4,2,4,3,0,2,2,0,1,3,4,2,0,1,3,0,2,1,2,2,3,1,3,2,0,3,2,2,0,2,2,1,2,3,4,1,1,4,2,4,1,2,3,0,1
118,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,2,1,1,1,1,1,1,0,3,1,0,2,2,0,0,0,1,1,1,1,3,1,3,2,1,1,1,1,2,0,1
119,0,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,0,2,1,2,1,1,1,1,0,2,1,0,2,0,1,0,2,1,1,2,2,4,1,1,1,1,0,1,1,2,0,0
120,0,2,1,1,3,2,1,2,2,1,2,2,2,1,0,2,2,0,0,3,1,2,0,1,2,0,1,4,0,0,1,0,0,0,2,2,1,3,1,4,2,4,1,0,2,1,1,2,2,2
121,1,3,2,1,1,2,2,2,3,1,2,1,1,1,2,2,1,1,1,3,2,2,1,4,2,2,0,4,0,0,2,1,1,1,1,1,0,0,1,4,1,3,1,1,2,2,2,3,1,1
122,1,3,1,1,1,2,1,1,2,1,2,1,0,0,0,2,1,2,0,2,1,1,2,1,1,0,1,2,0,0,1,1,2,0,2,0,1,1,2,4,1,2,2,2,0,1,1,2,2,1
123,1,1,1,2,0,2,1,3,2,0,2,1,0,0,1,2,2,1,1,2,0,2,1,0,1,2,1,4,1,0,1,2,2,1,2,1,0,2,1,4,2,2,0,1,1,1,1,2,0,1
124,0,1,1,2,0,2,2,2,2,1,2,1,0,1,1,3,1,0,1,2,2,1,1,1,1,0,0,2,1,0,2,1,1,0,2,1,0,3,2,4,1,3,1,1,2,1,0,2,0,0
125,1,1,0,1,2,4,3,3,2,1,2,1,0,1,2,3,1,1,0,2,2,2,1,2,1,4,1,2,2,0,2,2,1,1,2,0,1,1,2,4,3,3,3,2,2,2,2,1,0,1
126,1,1,0,2,1,2,2,2,1,1,1,2,1,0,0,1,0,1,0,2,1,1,1,1,1,2,0,2,0,0,2,2,0,0,1,2,0,1,0,4,0,2,1,1,2,2,0,2,1,2
127,1,1,0,1,1,2,3,1,2,2,0,2,1,0,0,2,2,0,0,2,1,2,1,1,1,1,0,3,0,0,2,2,0,0,1,2,0,1,1,3,2,4,1,1,1,0,1,2,0,1
128,1,2,1,1,2,2,2,4,4,2,1,2,0,0,2,3,2,0,0,4,1,2,0,2,1,2,0,2,1,1,1,4,0,0,0,2,1,2,2,4,1,4,2,2,2,2,2,2,0,1
129,1,3,1,3,2,4,2,2,2,2,2,1,0,1,1,4,2,1,1,3,1,1,2,4,2,2,1,4,2,0,2,2,1,0,2,1,2,2,2,4,4,4,2,2,1,2,2,3,0,2
130,2,1,0,1,2,4,3,2,2,2,2,2,1,1,2,4,2,0,0,4,2,1,1,2,1,1,0,5,2,0,2,2,2,1,2,2,0,2,3,4,0,2,2,2,2,1,0,4,1,1
131,2,2,1,2,2,2,4,5,3,1,2,1,0,1,2,4,1,0,0,3,2,2,1,0,1,1,1,4,0,1,2,2,2,0,2,1,0,2,2,4,1,3,3,1,2,1,1,1,0,0
132,1,3,1,1,1,3,2,2,2,2,3,1,0,2,1,2,1,1,1,3,2,2,2,2,0,2,0,3,0,0,1,1,2,0,2,1,1,2,2,4,2,3,2,1,2,2,1,2,1,1
133,2,1,1,4,2,2,2,2,3,2,2,2,0,0,1,3,2,2,1,3,0,2,2,1,2,0,0,4,3,0,0,2,1,2,2,1,0,3,4,4,2,4,2,1,3,2,2,4,0,1
134,0,3,2,1,2,2,3,3,4,2,3,2,0,1,2,2,2,1,2,4,1,2,1,2,1,3,0,2,2,1,4,2,0,1,2,2,1,1,2,4,2,2,2,2,2,1,2,3,1,2
