loc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
15,0.02,0.447,0.1,0.447,0.1,0.02,0.1,0.1,0.1,0.1,0.1,0.02,0.0,0.02,0.02,0.447,0.447,0.02,0.02,0.447,0.1,0.02,0.02,0.1,0.1,0.1,0.0,0.447,0.02,0.02,1.0,0.1,0.02,0.0,0.02,0.447,0.0,0.1,1.0,1.0,0.1,1.0,0.1,0.0,0.1,0.1,0.02,0.447,0.0,0.1
16,0.02,0.1,0.1,0.447,0.447,0.1,0.1,0.1,0.447,0.02,0.1,0.1,0.0,0.02,0.02,0.1,0.1,0.0,0.02,0.1,0.0,0.1,0.1,0.02,0.1,0.02,0.1,0.447,0.1,0.1,1.0,0.1,0.02,0.02,0.0,0.02,0.02,0.1,0.447,1.0,0.02,1.0,0.02,0.02,0.1,0.1,0.02,0.447,0.0,0.1
17,0.1,0.447,0.1,0.1,0.02,0.447,0.1,0.1,0.1,0.02,0.1,0.1,0.0,0.0,0.1,1.0,0.1,0.0,0.02,0.1,0.0,0.1,0.1,0.1,0.1,0.447,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.0,0.02,0.447,0.02,0.1,0.1,1.0,0.0,0.447,0.1,0.02,0.1,0.1,0.02,0.02,0.0,0.1
18,0.1,0.447,0.1,0.02,0.02,0.1,1.0,1.0,1.0,0.1,0.02,0.0,0.02,0.02,0.02,0.447,0.02,0.02,0.0,0.447,0.1,0.1,0.02,1.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.02,0.0,0.1,0.02,0.02,0.1,0.1,1.0,0.1,1.0,0.02,0.02,0.02,0.02,0.02,1.0,0.0,0.02
19,0.0,0.447,0.02,0.1,0.1,0.447,0.1,0.1,1.0,0.02,0.1,0.02,0.0,0.0,0.02,0.447,0.447,0.0,0.0,0.1,0.0,0.1,0.02,0.447,0.447,0.02,0.02,0.447,0.1,0.1,0.1,0.1,0.02,0.02,0.1,0.0,0.02,0.1,0.1,1.0,0.02,1.0,1.0,0.1,0.1,0.02,0.1,0.447,0.02,0.1
20,0.375,1.0,0.1,0.1,0.375,1.0,0.375,1.0,1.0,0.375,1.0,0.375,0.02,0.375,0.375,1.0,0.375,0.02,0.375,1.0,0.375,0.375,0.1,0.375,0.1,0.375,0.375,1.0,0.375,0.1,1.0,0.375,0.02,0.1,0.375,1.0,0.02,1.0,1.0,1.0,0.1,1.0,0.375,0.1,0.1,0.1,0.1,1.0,0.375,0.1
21,0.1,1.0,0.1,0.375,0.375,0.375,1.0,1.0,1.0,0.375,1.0,1.0,0.1,0.375,0.375,1.0,0.375,0.375,0.1,1.0,0.1,0.375,0.02,0.1,0.1,0.375,0.1,1.0,0.1,0.1,1.0,0.1,0.02,0.1,1.0,0.1,0.375,1.0,0.375,1.0,0.1,1.0,1.0,0.375,1.0,0.02,0.375,1.0,0.1,0.1
22,0.0,0.1,0.0,0.1,0.02,0.1,0.02,0.1,0.1,0.1,0.1,0.0,0.02,0.0,0.1,0.447,0.1,0.02,0.0,0.447,0.02,0.1,0.0,0.1,0.1,0.447,0.1,1.0,0.0,0.02,0.02,0.1,0.02,0.02,0.447,0.02,0.0,0.1,0.447,1.0,0.1,1.0,0.1,0.02,0.02,0.447,0.1,0.1,0.0,0.1
23,0.0,0.1,0.02,0.0,0.02,0.1,0.447,0.1,0.1,0.1,0.02,0.02,0.0,0.02,0.02,0.1,0.02,0.0,0.02,0.1,0.0,0.1,0.1,0.02,0.02,0.1,0.1,0.447,0.02,0.0,0.1,0.1,0.0,0.02,0.447,0.02,0.0,0.1,0.02,1.0,0.1,0.1,0.1,0.02,0.0,0.02,0.0,0.447,0.02,0.0
24,0.0,0.02,0.02,0.1,0.1,0.02,0.1,0.447,0.447,0.02,0.1,0.1,0.0,0.0,0.02,0.447,0.02,0.0,0.0,0.1,0.02,0.1,0.0,0.1,0.1,0.02,0.02,1.0,0.0,0.0,0.1,0.1,0.02,0.02,0.02,0.447,0.02,0.02,0.02,1.0,1.0,0.447,0.02,0.02,0.1,0.1,0.02,0.1,0.02,0.02
25,0.0,0.1,0.02,0.02,0.02,0.1,0.1,0.1,0.02,0.1,0.02,0.0,0.0,0.0,0.02,0.1,0.0,0.02,0.0,0.447,0.02,0.02,0.1,0.02,0.0,0.1,0.02,0.1,0.1,0.0,0.02,0.02,0.02,0.0,0.02,0.1,0.02,0.1,0.02,0.447,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.447,0.0,0.02
26,0.1,0.02,0.02,0.1,0.02,0.1,0.02,0.1,0.1,0.02,0.02,0.1,0.0,0.02,0.1,0.447,0.02,0.0,0.0,0.1,0.1,0.1,0.02,0.1,0.02,0.1,0.02,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.02,0.02,0.1,1.0,0.1,0.447,0.447,0.02,0.1,1.0,0.1,0.1,0.02,0.447
27,0.1,0.447,0.0,0.02,0.02,0.02,0.1,0.447,1.0,0.1,0.1,0.1,0.0,0.02,0.02,1.0,0.1,0.1,0.0,0.1,0.02,0.1,0.02,0.02,0.02,0.1,0.0,0.447,0.02,0.0,0.447,0.02,0.1,0.0,0.447,0.1,0.02,0.02,0.447,1.0,0.1,0.447,0.1,0.0,0.1,0.1,0.02,1.0,0.0,0.02
28,0.1,0.1,0.02,0.1,0.405,0.1,0.02,0.405,0.1,0.1,0.02,0.02,0.0,0.02,0.1,1.0,0.405,0.02,0.02,1.0,0.0,0.1,0.1,0.02,0.02,0.1,0.0,1.0,0.02,0.0,1.0,0.02,0.1,0.02,0.1,0.1,0.02,0.0,0.405,1.0,0.1,0.1,0.1,0.1,0.1,0.02,0.02,0.1,0.02,0.1
29,0.02,0.1,0.1,0.02,0.02,0.1,0.1,0.1,0.1,0.1,0.02,0.02,0.0,0.02,0.02,1.0,0.02,0.02,0.0,0.447,0.02,0.1,0.1,0.1,0.1,0.02,0.0,0.1,0.02,0.02,0.1,0.1,0.0,0.02,0.1,0.02,0.0,0.1,0.1,1.0,0.1,0.02,0.447,0.02,0.02,0.0,0.0,0.447,0.0,0.02
30,0.02,0.02,0.02,0.447,0.02,1.0,1.0,1.0,0.1,0.1,0.447,0.02,0.0,0.1,0.1,1.0,0.02,0.0,0.1,0.1,0.1,0.447,0.02,0.1,0.02,0.1,0.02,1.0,0.02,0.0,0.1,0.0,0.1,0.02,0.1,0.1,0.0,0.447,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.02,0.02,0.1,0.02,0.02
31,0.1,0.447,0.02,0.447,0.0,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.02,0.02,0.1,0.1,0.1,0.02,0.1,0.1,0.0,0.1,0.1,0.1,0.02,0.1,0.0,0.1,0.0,0.0,0.1,0.447,0.0,0.0,0.02,0.0,0.0,0.1,0.1,0.447,0.1,0.447,0.447,0.02,0.1,0.1,0.02,0.447,0.1,0.1
32,0.02,1.0,0.02,0.1,0.1,0.447,0.02,0.1,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.1,0.447,0.02,0.0,1.0,0.0,0.1,0.02,0.1,0.02,0.447,0.02,0.447,0.0,0.0,0.1,0.447,0.02,0.02,0.1,0.1,0.02,0.447,0.447,1.0,0.1,0.447,0.1,0.0,0.447,0.02,0.1,0.1,0.0,0.1
33,0.02,0.1,0.02,0.02,0.02,0.1,0.02,0.1,0.1,0.447,0.02,0.1,0.0,0.0,0.1,0.1,0.02,0.0,0.02,0.1,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.1,0.02,0.0,0.1,0.0,0.02,0.02,1.0,0.02,0.02,0.1,0.1,1.0,0.02,0.1,0.0,0.02,0.1,0.02,0.02,0.1,0.0,0.1
34,0.02,0.02,0.0,0.02,0.02,0.1,0.1,0.1,0.447,0.1,0.02,0.02,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.447,0.0,0.02,0.0,0.02,0.1,0.447,0.0,0.1,0.02,0.02,0.447,0.0,0.02,0.02,0.02,0.02,0.0,0.1,0.02,1.0,0.1,0.1,0.1,0.02,0.1,0.02,0.02,0.1,0.0,0.02
35,0.02,0.02,0.1,0.1,0.02,0.02,0.1,0.447,0.1,0.02,0.1,0.02,0.0,0.0,0.02,1.0,0.02,0.02,0.0,0.1,0.0,0.02,0.1,0.02,0.1,0.02,0.0,0.1,0.1,0.0,0.02,0.1,0.0,0.02,0.1,0.02,0.02,0.02,0.02,0.447,0.02,0.447,0.1,0.1,0.1,0.02,0.1,0.1,0.02,0.02
36,0.02,0.02,0.1,0.02,0.02,0.02,0.0,0.02,0.02,0.1,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.1,0.1,0.1,0.0,0.02,0.0,0.1,0.02,0.02,0.1,0.0,0.0,0.0,0.1,0.02,0.02,0.02,0.02,0.413,0.02,0.1,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.02
37,0.02,0.1,0.02,0.1,0.02,0.1,0.1,0.447,0.1,0.1,0.1,0.0,0.0,0.0,0.447,0.1,0.02,0.0,0.02,1.0,0.1,0.1,0.1,0.1,0.1,0.447,0.0,1.0,0.447,0.0,0.02,0.1,0.1,0.0,0.02,0.0,0.1,0.02,0.447,1.0,1.0,0.447,0.0,0.1,0.02,0.02,1.0,0.1,0.0,0.02
38,0.02,0.1,0.1,0.1,0.02,0.1,0.447,1.0,0.1,0.1,0.02,0.1,0.02,0.02,0.1,0.0,0.02,0.02,0.02,0.447,0.02,0.1,0.02,0.02,0.0,0.1,0.02,1.0,0.447,0.0,0.1,0.1,0.02,0.02,0.02,0.1,0.02,0.1,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.02,0.02,1.0,0.0,0.0
39,0.1,0.355,0.1,1.0,0.355,1.0,0.355,0.355,1.0,0.1,0.355,0.02,0.1,0.0,0.1,0.355,0.355,0.02,0.0,0.355,0.1,0.0,0.02,1.0,1.0,0.355,0.02,1.0,0.355,0.02,0.355,1.0,0.1,0.02,0.1,0.0,0.1,0.355,0.355,1.0,1.0,1.0,1.0,0.02,1.0,0.1,0.355,1.0,0.1,0.1
40,0.1,0.02,0.0,0.1,0.1,0.1,0.447,0.02,0.447,0.1,0.0,0.1,0.02,0.1,0.1,1.0,0.1,0.0,0.0,0.447,0.0,0.02,0.1,0.1,0.02,0.1,0.0,0.447,0.02,0.02,0.02,0.02,0.0,0.0,0.1,0.1,0.02,1.0,0.1,1.0,0.447,0.447,0.447,0.02,0.1,0.1,0.02,1.0,0.02,0.1
41,0.02,0.447,0.1,0.1,0.1,0.447,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.02,0.447,0.447,0.02,0.1,0.0,1.0,0.02,0.02,0.02,0.1,0.0,0.1,0.0,0.447,0.0,0.0,0.1,0.02,0.0,0.0,0.1,0.02,0.02,0.1,1.0,1.0,0.1,0.1,0.1,0.02,0.02,0.1,0.1,0.447,0.0,0.1
42,0.02,0.02,0.02,0.1,0.02,1.0,0.447,0.02,0.1,0.02,0.1,0.1,0.0,0.02,0.02,1.0,0.1,0.02,0.02,1.0,0.02,0.02,0.0,0.02,0.1,0.1,0.0,0.447,0.0,0.0,0.1,0.1,0.02,0.0,0.02,0.1,0.02,0.1,0.1,1.0,0.1,1.0,0.1,0.0,0.02,0.1,0.02,0.447,0.0,0.02
43,0.1,0.02,0.02,0.1,0.1,1.0,0.413,0.1,0.1,0.1,0.1,0.02,0.02,0.0,0.1,0.413,0.413,0.0,0.0,1.0,0.02,0.1,0.0,0.0,0.1,0.1,0.0,1.0,0.1,0.0,0.1,0.02,0.02,0.0,0.02,0.02,0.02,0.1,0.1,1.0,0.1,0.1,1.0,0.02,0.02,0.1,0.413,0.1,0.02,0.02
44,0.02,0.1,0.02,0.02,0.413,0.1,0.1,0.1,0.413,0.1,0.1,0.02,0.02,0.0,0.1,0.1,0.1,0.02,0.02,0.1,0.02,0.02,0.1,0.0,0.1,0.1,0.1,0.413,0.413,0.0,0.1,0.02,0.02,0.02,0.02,0.02,0.1,0.413,0.1,1.0,1.0,0.413,0.1,0.02,0.1,0.02,0.1,1.0,0.02,0.02
45,0.02,0.02,0.02,0.02,0.02,0.1,0.1,0.413,0.413,0.1,0.413,0.0,0.02,0.0,0.02,0.1,0.1,0.0,0.02,0.1,0.02,0.02,0.0,0.02,0.1,0.413,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.413,0.1,0.0,0.1,1.0,1.0,0.413,0.1,1.0,0.1,0.02,0.413,0.1,1.0,0.0,0.02
46,0.02,0.1,0.02,0.1,0.1,0.1,0.413,1.0,0.1,0.02,0.1,0.0,0.0,0.02,0.1,0.02,0.02,0.0,0.02,1.0,0.02,0.413,0.02,0.1,0.1,0.1,0.0,1.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.02,0.1,0.1,0.1,1.0,0.1,1.0,0.02,0.0,0.413,0.1,0.1,1.0,0.0,0.0
47,0.1,0.1,0.02,0.1,0.02,0.413,0.1,0.1,0.1,0.02,0.1,0.02,0.02,0.0,0.1,0.413,0.1,0.02,0.02,0.1,0.02,0.1,0.02,0.02,0.1,0.1,0.0,0.413,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.02,0.413,0.1,0.413,0.1,1.0,0.1,0.02,0.0,0.1,0.1,0.1,0.02,0.0
48,0.02,0.1,0.02,0.0,0.1,0.1,0.1,0.447,0.02,0.02,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.02,0.1,0.1,0.02,0.02,0.02,0.1,1.0,0.02,0.447,0.447,0.0,0.1,0.1,0.0,0.02,0.02,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.02,0.1,1.0,0.0,0.0
49,0.0,0.02,0.1,0.1,0.02,0.1,0.1,0.413,0.02,0.1,0.1,0.0,0.02,0.02,0.02,0.1,0.02,0.0,0.1,0.413,0.02,0.1,0.02,0.1,0.1,0.413,0.1,1.0,1.0,0.0,1.0,0.02,0.02,0.02,0.02,0.1,0.02,0.02,0.413,1.0,0.413,1.0,0.1,0.1,0.1,0.413,0.1,0.413,0.0,0.02
50,0.02,0.1,0.0,0.1,0.02,0.1,0.1,1.0,0.1,0.02,0.02,0.0,0.0,0.02,0.1,0.1,0.1,0.02,0.0,0.413,0.1,0.1,0.1,0.0,0.02,0.02,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.0,0.02,0.1,0.0,0.1,0.02,0.413,0.413,0.413,0.1,0.02,0.02,0.413,0.0,0.1,0.0,0.02
51,0.1,0.1,0.02,0.1,0.1,0.1,0.0,0.447,0.1,0.02,0.1,0.1,0.0,0.02,0.02,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.02,0.447,0.1,0.02,0.0,0.1,0.1,0.0,0.02,0.1,0.0,0.02,0.02,0.02,0.0,0.02,0.1,1.0,0.1,0.1,0.1,0.02,0.1,0.02,0.1,0.1,0.02,0.02
52,0.1,0.1,0.02,0.02,0.02,0.1,0.1,0.1,0.02,0.1,0.413,0.02,0.02,0.0,0.02,0.1,0.02,0.02,0.02,0.1,0.02,0.1,0.0,0.1,0.1,0.413,0.02,1.0,0.413,0.0,0.1,0.1,0.02,0.02,0.1,0.1,0.02,0.1,1.0,0.413,0.413,1.0,0.413,0.02,0.413,0.02,0.1,1.0,0.0,0.0
53,0.1,0.1,0.1,0.0,0.1,0.02,0.447,0.02,0.1,0.02,0.447,0.1,0.0,0.0,0.1,0.1,0.02,0.02,0.02,0.1,0.02,0.1,0.0,0.02,0.02,0.1,0.02,0.447,0.447,0.02,0.1,0.447,0.1,0.0,0.02,0.1,0.02,0.1,0.1,1.0,1.0,1.0,0.447,0.0,0.1,0.1,0.1,1.0,0.0,0.02
54,0.0,1.0,0.1,0.1,0.02,1.0,0.02,0.1,1.0,0.02,0.1,0.1,0.02,0.1,0.1,0.1,0.02,0.0,0.02,0.447,0.02,0.1,0.1,0.1,0.02,0.1,0.1,1.0,0.1,0.0,0.447,0.1,0.1,0.0,0.447,0.02,0.0,1.0,0.1,1.0,0.02,0.1,0.1,0.1,0.1,0.1,0.1,0.447,0.0,0.1
55,0.0,0.447,0.0,0.1,0.02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.02,0.1,0.02,0.1,0.02,0.02,1.0,0.02,0.02,0.1,0.1,0.1,0.02,0.0,0.1,0.0,0.02,0.1,0.1,0.02,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.1,0.1,0.02,0.02,0.1,0.0,0.0,0.447,0.02,0.02
56,0.02,0.1,0.1,0.1,0.02,0.02,0.1,0.447,0.447,0.1,0.447,0.1,0.02,0.02,0.1,0.1,0.1,0.0,0.02,0.447,0.0,0.02,0.02,0.1,0.02,0.1,0.0,0.1,0.447,0.02,0.02,0.1,0.0,0.02,0.1,0.1,0.0,0.02,0.447,0.447,0.447,0.1,0.1,0.02,0.1,0.1,0.1,0.447,0.0,0.02
57,0.1,0.1,0.02,0.1,0.0,0.02,0.1,0.1,0.447,0.0,0.02,0.02,0.0,0.0,0.1,0.02,0.02,0.0,0.0,0.1,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.1,0.0,0.0,0.1,0.0,0.02,0.02,0.1,0.02,0.1,0.447,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,0.02
58,0.0,0.1,0.02,0.1,0.0,0.447,0.02,0.447,0.447,0.02,0.0,0.0,0.02,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.02,0.02,0.02,0.02,0.1,0.02,0.0,0.1,0.1,0.02,0.02,0.02,0.0,0.0,0.1,0.447,0.447,0.1,0.1,0.02,0.02,0.1,0.02,0.1,0.1,0.02,0.02
59,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.1,0.1,0.1,0.0,0.02,0.02,0.0,0.1,0.02,0.02,0.02,0.0,0.447,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.447,0.02,0.0,0.447,0.1,0.1,0.0,0.02,0.1,0.02,0.02,0.1,0.447,0.1,1.0,0.1,0.0,0.02,0.1,0.02,0.1,0.0,0.02
60,0.0,0.02,0.0,0.418,0.0,0.418,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.418,0.02,0.0,0.1,0.02,0.02,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.02,0.1,0.1,0.1,0.0,0.02
61,0.02,1.0,0.02,0.1,0.1,0.02,0.1,0.447,0.1,0.02,0.1,0.1,0.02,0.02,0.1,0.447,0.447,0.0,0.02,1.0,0.02,0.1,0.1,0.1,0.1,0.02,0.02,1.0,0.1,0.0,0.1,0.1,0.1,0.02,0.1,0.0,0.0,0.1,0.02,1.0,0.1,1.0,0.1,0.02,0.1,0.1,0.02,0.447,0.02,0.1
62,0.02,0.1,0.02,0.1,0.02,1.0,0.447,0.1,0.447,0.1,0.447,0.0,0.02,0.02,0.02,0.1,0.1,0.02,0.0,0.1,0.0,0.1,0.0,0.1,0.02,0.0,0.02,0.447,0.0,0.0,0.1,0.1,0.02,0.02,0.1,0.0,0.02,0.0,0.1,1.0,0.1,0.447,0.1,0.1,0.1,0.1,0.02,0.1,0.0,0.0
63,0.02,0.02,0.1,0.02,0.0,0.1,0.0,0.1,0.02,0.1,0.02,0.02,0.0,0.02,0.1,0.1,0.02,0.0,0.0,0.1,0.02,0.02,0.0,0.1,0.0,0.02,0.02,0.447,0.02,0.0,0.1,0.1,0.0,0.0,0.1,0.02,0.02,0.1,0.02,0.447,0.447,0.1,0.02,0.1,0.02,0.1,0.02,0.1,0.0,0.1
64,0.02,0.1,0.02,0.02,0.02,0.447,0.447,0.447,0.1,0.0,0.1,0.1,0.02,0.02,0.02,0.447,0.1,0.0,0.0,0.1,0.1,0.02,0.0,0.02,0.02,0.02,0.0,1.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.1,0.0,1.0,0.447,1.0,0.02,0.02,0.02,0.1,0.1,0.1,0.0,0.1
65,0.0,0.447,0.0,0.1,0.02,0.02,0.1,0.1,0.1,0.02,0.1,0.02,0.02,0.1,0.02,0.447,0.02,0.0,0.0,1.0,0.0,0.1,0.02,0.1,0.1,0.02,0.0,1.0,0.0,0.0,0.1,0.02,0.02,0.02,0.1,0.02,0.02,1.0,0.1,1.0,1.0,0.447,0.1,0.1,0.447,0.1,0.1,0.447,0.0,0.02
66,0.02,0.413,0.0,0.02,0.413,0.1,0.1,0.413,0.413,0.0,0.1,0.0,0.0,0.0,0.02,0.1,0.02,0.02,0.02,0.413,0.1,0.413,0.0,0.0,0.413,0.1,0.02,0.1,0.413,0.0,0.413,0.02,0.0,0.02,0.1,0.1,0.02,0.02,0.413,1.0,1.0,1.0,1.0,0.02,0.1,0.1,0.413,1.0,0.0,0.0
67,0.0,0.1,0.1,0.1,0.1,0.413,0.1,0.413,0.1,0.02,0.413,0.02,0.02,0.0,0.1,0.02,0.02,0.0,0.0,0.1,0.0,0.1,0.0,0.02,0.1,0.1,0.02,0.413,0.413,0.0,0.1,0.1,0.02,0.0,0.02,0.1,0.1,0.1,0.1,0.413,0.413,0.413,0.413,0.02,0.02,1.0,0.413,0.1,0.0,0.02
