id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,StructureType,BuildingType,OccupancyClass,OccupancyClass_Actual,NumberOfUnits,NightPopulation,DayPopulation,CensusBlock,CensusTract,FootprintID,geometry,DesignLevel,HeightClass
38,37.686938075944354,-122.08789497142871,1554.0,1.0,1976.0,286645.2844,191096.856,W1,M,RES1,RES1,1.0,2.0,2.0,60014312003013,6001431200,31889,POINT (-122.08789497142871 37.686938075944354),High-Code,
39,37.648172179520415,-122.14017244511803,27598.5,1.0,2004.0,5476450.73,2190580.29,RM1,C,IND2,IND2,0.0,0.0,4.0,60014371011054,6001437101,9738,POINT (-122.14017244511803 37.648172179520415),High-Code,Low-Rise
40,37.62014779280321,-122.04546982425555,1676.0,1.0,1956.0,426562.39,284374.927,W1,W,RES1,RES1,1.0,4.0,1.0,60014381002007,6001438100,15589,POINT (-122.04546982425555 37.62014779280321),Moderate-Code,
41,37.61950436044227,-122.06174254755695,2222.88,1.0,1979.0,144751.3137,96500.8758,MH,H,RES2,RES2,1.0,1.0,1.0,60014382043019,6001438204,18109,POINT (-122.06174254755695 37.61950436044227),High-Code,
42,37.65143502675608,-122.11444198833057,1508.44208378,1.0,1979.0,167256.05824952642,111504.0388330176,MH,,RES2,RES2,1.0,1.0,1.0,60014372001015,6001437200,2842,POINT (-122.11444198833057 37.65143502675608),High-Code,
43,37.638401117264145,-122.085179980485,1179.0,1.0,2017.0,302195.53500000003,201463.69,W1,W,RES1,RES1,1.0,2.0,1.0,60014374002029,6001437400,14550,POINT (-122.085179980485 37.638401117264145),High-Code,
44,37.64034682080165,-122.10102045585822,1181.0,1.0,1958.0,454189.414,302792.943,W1,M,RES1,RES1,1.0,2.0,1.0,60014370002008,6001437000,26339,POINT (-122.10102045585822 37.64034682080165),Moderate-Code,
45,37.65017960600625,-122.07660576383441,2654.0,1.0,1959.0,413457.964,275638.643,W1,W,RES1,RES1,1.0,4.0,2.0,60014366013005,6001436601,12969,POINT (-122.07660576383441 37.65017960600625),Moderate-Code,
46,37.640303005029075,-122.06372257291864,1215.0,1.0,1955.0,248416.47460000002,165610.983,W1,M,RES1,RES1,1.0,5.0,3.0,60014378002006,6001437800,1749,POINT (-122.06372257291864 37.640303005029075),Moderate-Code,
47,37.621086743509636,-122.07494191730694,1906.75,1.0,1977.0,127146.7771,84764.5181,MH,W,RES2,RES2,1.0,2.0,1.0,60014382012003,6001438201,15859,POINT (-122.07494191730694 37.621086743509636),High-Code,
48,37.66566805819256,-122.09442742295519,858.0,2.0,2011.0,3141458.141,2094305.4279999998,W1,W,RES1,RES3A,2.0,0.0,0.0,60014363004014,6001436300,36370,POINT (-122.09442742295519 37.66566805819256),High-Code,
49,37.65419366399331,-122.03805672847683,1887.0,1.0,1983.0,660451.098,440300.732,W1,M,RES1,RES1,1.0,2.0,1.0,60014351022025,6001435102,33915,POINT (-122.03805672847683 37.65419366399331),High-Code,
