id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,StructureType,BuildingType,OccupancyClass,OccupancyClass_Actual,NumberOfUnits,NightPopulation,DayPopulation,CensusBlock,CensusTract,FootprintID,geometry,DesignLevel,HeightClass
23,37.65280482454357,-122.03896924456197,1347.0,2.0,1972.0,613497.915,408998.61,W1,W,RES1,RES1,1.0,4.0,2.0,60014351022025,6001435102,17678,POINT (-122.03896924456197 37.65280482454357),Moderate-Code,
24,37.61421192543277,-122.02849982218609,1164.0,1.0,1956.0,242440.4522,161626.968,W1,W,RES1,RES1,1.0,4.0,1.0,60014380002019,6001438000,32829,POINT (-122.02849982218609 37.61421192543277),Moderate-Code,
25,37.63975442490437,-122.07761118635356,1181.1290893963362,2.0,1973.0,873631.2000000001,582420.8,W1,W,RES1,RES3A,2.0,10.0,4.0,60014377021007,6001437702,20173,POINT (-122.07761118635356 37.63975442490437),Moderate-Code,
26,37.6553372438601,-122.01355362398436,886.8694160375546,2.0,2009.0,711080.539,474053.693,W1,W,RES1,RES1,1.0,1.0,0.0,60014351031029,6001435103,3237,POINT (-122.01355362398436 37.6553372438601),High-Code,
27,37.62668236877678,-122.0419886169311,2375.0,1.0,1971.0,716971.296,477980.864,W1,W,RES1,RES3A,2.0,6.0,3.0,60014380001005,6001438000,20652,POINT (-122.0419886169311 37.62668236877678),Moderate-Code,
28,37.640181848659594,-122.09353361291137,1285.0,1.0,1957.0,367412.92500000005,244941.95,W1,W,RES1,RES1,1.0,2.0,1.0,60014373001004,6001437300,37281,POINT (-122.09353361291137 37.640181848659594),Moderate-Code,
29,37.60590307804542,-122.09241425111625,1613.5,2.0,2006.0,732880.99,488587.327,W1,W,RES1,RES1,1.0,6.0,3.0,60014371011093,6001437101,33869,POINT (-122.09241425111625 37.60590307804542),High-Code,
30,37.62585558009594,-122.08788764136762,1476.0,1.0,1957.0,277594.2811,185062.854,W1,W,RES1,RES1,1.0,5.0,2.0,60014383002011,6001438300,29906,POINT (-122.08788764136762 37.62585558009594),Moderate-Code,
31,37.62079102885192,-122.07033237738493,1678.0,1.0,1991.0,118329.544,78886.3627,MH,H,RES2,RES2,1.0,4.0,1.0,60014382031047,6001438203,10637,POINT (-122.07033237738493 37.62079102885192),High-Code,
32,37.65767783745367,-122.10319898538317,1200.0,1.0,1958.0,354141.504,236094.336,W1,W,RES1,RES1,1.0,4.0,3.0,60014369002002,6001436900,27689,POINT (-122.10319898538317 37.65767783745367),Moderate-Code,
33,37.620126340809364,-122.0329169086647,1836.0,1.0,1956.0,907335.0059999999,604890.004,W1,W,RES1,RES1,1.0,6.0,2.0,60014380001001,6001438000,12418,POINT (-122.0329169086647 37.620126340809364),Moderate-Code,
34,37.622311111487136,-122.09288466682382,1947.0751082036486,1.0,1977.0,367265.875,244843.917,W1,W,RES1,RES1,1.0,3.0,1.0,60014371012002,6001437101,25536,POINT (-122.09288466682382 37.622311111487136),High-Code,
35,37.64028033582134,-122.06451051174442,951.0,1.0,1950.0,215165.5771,143443.718,W1,W,RES1,RES1,1.0,3.0,2.0,60014378002006,6001437800,15295,POINT (-122.06451051174442 37.64028033582134),Moderate-Code,
36,37.66024441956068,-122.09936986946092,1129.0,1.0,1951.0,360901.62,240601.08,W1,W,RES1,RES1,1.0,3.0,1.0,60014367001003,6001436700,31395,POINT (-122.09936986946092 37.66024441956068),Moderate-Code,
37,37.61958745784344,-122.0881878719854,1875.62,1.0,1967.0,627322.458,418214.972,MH,H,RES2,RES2,1.0,3.0,2.0,60014384002006,6001438400,9424,POINT (-122.0881878719854 37.61958745784344),Moderate-Code,
38,37.63588439177777,-122.09381831437513,1128.0,1.0,1987.0,238079.50530000002,158719.67,W1,W,RES1,RES1,1.0,4.0,2.0,60014373002008,6001437300,19038,POINT (-122.09381831437513 37.63588439177777),High-Code,
39,37.65758515916585,-122.08749888225488,582.65,1.0,1981.0,208178.3269,138785.551,W1,W,RES1,RES3A,2.0,2.0,0.0,60014363003013,6001436300,2710,POINT (-122.08749888225488 37.65758515916585),High-Code,
40,37.6192030459254,-122.04344535356354,1838.0,1.0,1964.0,453991.299,302660.866,W1,W,RES1,RES1,1.0,4.0,3.0,60014381002005,6001438100,1910,POINT (-122.04344535356354 37.6192030459254),Moderate-Code,
41,37.6764608414467,-122.07269058866547,19000.0,1.0,1958.0,7587816.58,3793908.29,C3,C,GOV1,GOV1,0.0,0.0,1.0,60014353001017,6001435300,31788,POINT (-122.07269058866547 37.6764608414467),Low-Code,Low-Rise
42,37.620149302089416,-122.04497287687313,1419.0,1.0,1956.0,385994.074,257329.383,W1,W,RES1,RES1,1.0,4.0,1.0,60014381002007,6001438100,36728,POINT (-122.04497287687313 37.620149302089416),Moderate-Code,
43,37.668249501751596,-122.06579663110121,1246.0,1.0,1980.0,252068.9912,168045.994,W1,W,RES1,RES1,1.0,3.0,2.0,60014364014003,6001436401,10928,POINT (-122.06579663110121 37.668249501751596),High-Code,
44,37.64505641423299,-122.08326296686856,1041.0,1.0,1952.0,194874.1727,129916.115,W1,W,RES1,RES1,1.0,4.0,2.0,60014375001001,6001437500,14745,POINT (-122.08326296686856 37.64505641423299),Moderate-Code,
45,37.620450753017785,-122.09612538825391,1401.3333333333333,2.0,1976.0,500801.03400000004,333867.356,W1,W,RES1,RES1,1.0,4.0,3.0,60014371012003,6001437101,24830,POINT (-122.09612538825391 37.620450753017785),High-Code,
46,37.627111481794,-122.06276984716015,354.0293378846569,2.0,1987.0,377338.57499999995,251559.05,W1,W,RES1,RES1,1.0,5.0,1.0,60014382041023,6001438204,14355,POINT (-122.06276984716015 37.627111481794),High-Code,
47,37.625900182090895,-122.06214238411934,944.4388318907035,2.0,1989.0,277307.538,184871.692,W1,W,RES1,RES1,1.0,1.0,1.0,60014382043007,6001438204,27682,POINT (-122.06214238411934 37.625900182090895),High-Code,
48,37.641270042533996,-122.10204950881527,1629.0,1.0,1961.0,418149.289,278766.193,W1,W,RES1,RES1,1.0,3.0,1.0,60014370003034,6001437000,28912,POINT (-122.10204950881527 37.641270042533996),Moderate-Code,
49,37.6548190405628,-122.07545491820493,1265.0942217586253,1.0,1956.0,330161.169,220107.446,W1,W,RES1,RES1,1.0,4.0,3.0,60014366013003,6001436601,25845,POINT (-122.07545491820493 37.6548190405628),Moderate-Code,
