loc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
30,1,2,1,1,2,2,2,1,2,2,2,1,0,1,1,2,2,0,0,2,1,1,0,0,0,1,1,2,2,0,2,1,1,1,2,2,0,2,1,4,1,2,1,1,2,0,1,2,1,1
31,2,2,2,2,0,2,2,2,2,2,1,1,0,1,2,4,2,0,0,2,0,0,0,1,0,1,0,3,2,0,2,1,0,1,2,1,0,0,1,4,0,2,2,2,2,1,1,2,1,2
32,2,1,1,2,1,3,2,2,2,1,0,2,0,1,2,1,2,0,1,1,0,2,0,1,0,2,0,2,1,0,1,0,2,0,2,1,0,2,2,4,1,3,1,1,2,2,1,3,1,1
33,2,1,1,1,1,3,2,2,3,2,2,3,0,0,1,2,2,0,0,2,0,0,0,1,0,0,0,2,1,0,2,1,0,0,3,1,1,2,1,5,0,3,0,1,2,1,1,2,0,1
34,1,1,1,1,1,2,2,2,2,2,2,2,0,0,2,2,1,0,1,2,1,0,0,1,1,1,0,2,0,0,2,0,2,1,1,1,2,1,2,4,1,2,1,2,2,2,0,3,0,1
35,2,1,0,2,0,2,3,3,3,1,3,3,0,0,2,3,2,0,0,3,2,2,1,0,0,2,0,3,2,0,2,0,2,0,3,2,1,3,3,4,2,4,2,0,2,2,0,5,1,1
36,2,1,1,1,1,1,2,2,2,1,2,2,0,1,2,1,2,0,1,2,0,0,0,0,1,2,1,2,2,1,2,1,1,0,3,2,0,1,1,4,1,2,1,0,1,1,0,4,0,1
37,1,1,1,1,0,3,2,1,3,2,2,1,0,0,2,2,1,0,0,2,2,1,1,2,0,1,1,2,1,0,2,1,1,0,2,1,1,2,2,4,0,2,2,0,0,1,0,3,0,0
38,2,0,2,1,1,1,2,1,4,2,2,2,0,0,1,2,2,0,0,2,0,1,1,1,1,2,0,2,1,0,2,0,1,0,2,1,0,2,2,4,1,2,1,1,1,0,1,2,1,1
39,2,1,2,1,1,2,2,3,2,2,1,2,0,0,2,3,1,0,0,1,0,1,0,1,1,1,0,4,1,0,1,1,1,0,2,2,1,1,1,4,1,3,1,2,2,1,1,2,0,1
40,2,1,0,1,1,2,3,1,3,2,1,2,0,1,2,2,1,0,0,3,0,1,0,1,0,1,1,2,0,0,2,0,1,0,2,1,1,1,1,4,1,2,2,2,1,0,0,2,0,1
41,1,1,1,1,1,4,2,1,2,1,2,2,0,0,2,2,2,0,0,3,0,2,1,1,0,1,0,2,1,1,2,1,0,0,2,2,0,1,2,4,1,2,1,1,2,0,0,3,1,0
42,1,2,1,1,0,2,3,3,2,2,1,1,0,1,1,2,1,0,1,3,0,1,0,1,0,2,0,2,1,0,2,1,1,0,3,2,0,2,1,4,1,2,1,1,2,1,0,3,0,0
43,1,1,1,1,1,2,2,2,2,1,2,2,1,0,1,2,2,0,0,3,1,1,1,1,0,1,0,2,1,1,1,1,2,1,2,2,0,2,2,4,2,1,1,1,2,1,0,2,0,1
44,1,1,1,2,2,2,2,2,2,2,2,1,0,0,2,2,2,0,0,3,1,1,0,2,1,2,1,2,1,0,3,1,1,0,2,1,0,1,1,4,1,1,1,1,3,1,1,2,0,0
45,2,2,1,1,2,2,4,1,3,2,2,1,0,0,2,2,2,0,0,4,0,1,1,1,1,2,0,2,1,1,3,1,1,1,2,2,1,1,1,4,0,1,0,1,2,1,1,3,0,1
46,2,2,1,1,0,2,2,2,2,1,2,2,0,0,2,2,1,0,0,2,0,0,0,2,2,2,0,2,1,0,2,1,1,0,2,1,0,2,2,4,2,2,1,1,2,0,1,3,1,1
47,2,1,1,1,1,2,1,2,2,2,3,1,0,0,2,2,1,0,0,3,1,0,1,1,0,2,1,2,2,0,2,0,2,1,3,0,0,2,2,4,0,2,1,2,1,0,2,4,0,1
48,1,1,1,1,1,3,2,2,2,0,2,1,0,0,1,1,1,0,0,4,1,2,0,1,2,2,0,2,2,0,2,0,1,1,2,1,1,2,2,4,2,1,1,1,2,0,1,2,0,1
49,2,0,1,2,1,2,2,2,2,1,2,1,0,0,2,3,1,0,0,2,0,0,1,1,1,2,2,2,1,0,2,0,1,0,4,1,1,2,2,4,1,1,2,2,1,1,1,2,0,1
50,2,2,2,1,1,2,2,2,2,2,1,2,0,0,1,2,2,1,0,3,0,1,0,1,1,2,0,1,1,0,1,0,2,1,2,1,0,2,2,4,1,1,2,1,1,1,0,4,0,0
51,2,2,1,1,0,2,2,1,3,3,2,1,0,0,0,3,2,0,1,3,0,1,0,1,1,2,0,2,1,1,2,1,1,0,3,1,1,1,1,4,1,2,0,1,2,1,1,4,0,1
52,1,1,1,1,2,1,2,3,2,2,2,2,0,1,1,2,1,0,0,2,1,1,0,1,0,1,0,2,2,0,1,0,1,0,2,1,1,2,2,4,1,1,1,2,2,2,0,4,0,2
53,1,2,0,1,1,2,2,2,3,2,2,1,0,1,1,2,2,0,0,2,2,1,1,1,0,1,0,2,1,0,2,1,1,0,1,1,0,2,2,4,1,1,2,1,3,1,1,2,1,1
54,1,1,2,1,2,2,2,3,2,4,1,1,0,1,1,2,2,0,0,2,1,1,1,1,2,1,0,2,1,0,1,0,2,1,2,2,0,1,3,4,0,2,2,0,2,1,1,2,0,1
55,0,2,1,2,1,2,2,1,2,1,2,1,0,1,1,1,2,0,1,4,0,0,1,1,1,1,0,2,2,0,1,1,2,1,2,1,1,2,1,4,1,1,2,1,2,1,1,3,0,1
56,1,3,1,1,0,1,2,2,2,2,2,2,0,0,2,2,2,1,0,1,1,1,0,1,2,2,0,2,2,0,1,1,0,1,2,0,0,2,1,4,1,2,2,1,1,1,1,2,1,2
57,1,1,2,1,1,2,2,2,2,1,2,2,0,0,1,2,1,0,1,2,1,1,0,1,1,2,0,3,1,0,1,1,2,1,2,2,0,1,1,4,2,3,1,1,2,1,1,3,1,2
58,1,1,1,0,1,2,2,2,3,1,1,1,0,0,1,2,2,0,0,3,0,1,1,1,1,2,0,3,1,0,1,1,1,0,2,2,1,3,2,4,1,2,3,0,2,1,0,3,1,0
59,2,0,1,1,1,2,2,3,2,2,1,1,1,0,2,2,2,0,0,2,1,0,0,2,1,1,0,2,0,0,1,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,4,1,0
60,2,1,1,1,2,1,2,2,2,1,1,1,0,1,1,2,2,0,0,3,1,1,1,0,2,2,0,1,2,0,2,0,1,1,2,1,1,1,2,4,2,2,2,1,2,2,0,4,0,1
61,1,1,1,0,1,1,2,2,2,2,1,2,0,0,2,3,1,0,1,2,1,1,1,0,1,2,0,2,1,0,2,1,2,0,1,3,1,2,2,4,0,2,2,1,1,1,0,4,0,1
62,0,2,1,1,0,1,2,2,2,2,2,1,0,1,2,3,1,0,1,2,1,1,1,2,1,1,0,1,1,0,1,1,1,0,3,1,0,1,2,4,1,1,1,1,2,1,2,4,0,1
63,2,2,1,1,2,2,2,3,2,3,2,2,0,0,1,1,1,0,1,2,1,2,0,1,1,1,0,2,1,0,1,0,1,1,2,2,0,2,2,4,0,1,1,1,1,1,0,2,1,1
64,2,3,1,1,1,2,3,3,3,1,1,1,1,1,2,3,2,0,1,0,3,0,2,2,2,3,1,5,2,1,1,2,1,0,2,2,0,2,2,4,1,2,1,2,2,1,1,3,0,2
65,2,3,1,1,1,3,2,2,3,1,2,1,0,1,1,2,2,0,0,1,0,1,1,1,1,2,0,2,1,0,2,1,1,1,2,1,0,2,1,4,1,2,1,1,1,1,1,2,0,1
66,2,3,0,1,1,1,2,2,3,1,2,1,0,0,1,2,1,0,0,3,0,0,1,1,0,3,2,2,1,0,0,1,1,0,3,2,0,2,1,4,0,2,2,1,2,1,2,2,1,1
67,2,2,1,1,1,1,3,2,3,2,2,2,0,0,2,3,1,0,1,2,2,1,1,2,0,2,0,1,0,0,1,0,1,0,1,1,0,1,2,4,1,2,2,1,3,1,0,3,0,2
68,1,1,3,1,2,2,1,3,2,2,2,1,0,0,1,3,0,0,0,3,2,1,1,2,1,2,0,2,1,1,1,0,0,0,2,1,1,2,2,4,1,1,1,1,2,0,2,2,1,0
69,0,1,1,1,1,2,2,2,1,1,1,1,0,0,2,3,1,0,0,2,1,1,1,1,1,2,0,2,2,0,2,0,1,1,2,1,0,2,2,4,1,2,1,0,1,1,1,4,1,0
70,0,2,1,1,1,2,2,4,2,2,1,2,0,0,1,2,1,0,0,2,1,1,0,1,1,0,0,3,1,0,2,1,0,0,2,2,2,3,1,4,1,2,2,2,2,1,1,3,1,1
71,1,1,0,1,2,2,2,1,3,2,2,2,0,0,2,1,1,1,0,2,0,1,1,1,0,1,0,2,1,0,1,1,1,1,2,1,2,2,2,4,0,2,2,1,1,0,1,3,1,1
72,2,1,1,2,2,1,1,1,2,1,1,2,0,0,2,2,1,0,0,2,1,1,0,1,1,2,0,2,2,0,1,0,2,0,3,1,1,2,2,4,0,2,0,0,2,1,1,3,1,2
73,1,2,1,1,1,2,3,3,2,2,2,1,0,0,2,2,1,0,0,1,1,1,0,1,2,1,0,2,2,0,2,1,1,0,2,2,0,2,3,4,1,2,1,2,2,1,0,3,1,0
74,2,2,1,2,2,2,2,2,2,2,1,1,0,0,2,2,2,0,0,1,0,1,0,2,1,2,0,2,2,0,2,1,1,1,3,1,0,2,1,4,1,2,2,1,2,0,1,4,0,1
75,1,1,1,0,2,1,1,2,2,2,2,2,0,0,2,2,1,0,1,2,1,0,1,1,1,2,0,2,1,1,2,2,2,0,2,1,0,2,3,4,1,1,2,1,2,0,0,2,0,1
76,2,2,1,2,1,2,2,2,2,2,0,1,0,0,2,2,2,0,0,2,0,1,1,1,0,1,1,3,1,0,2,2,2,1,4,1,1,2,2,4,0,2,0,1,1,1,0,2,1,1
77,1,0,1,2,2,1,2,2,5,1,2,0,0,0,2,3,1,0,1,2,2,1,0,1,1,2,0,2,1,1,1,1,1,0,2,2,0,2,2,4,1,3,2,1,2,0,1,2,0,1
78,1,2,1,2,1,2,1,2,2,0,2,1,0,1,2,2,1,0,0,2,2,0,0,1,1,2,0,1,2,0,2,2,1,0,2,2,1,2,1,4,1,1,1,1,1,2,0,2,0,2
79,2,2,1,1,2,1,2,4,2,2,1,1,0,1,1,1,1,0,1,2,1,0,0,2,1,2,0,2,0,0,1,0,0,1,2,1,1,2,2,4,1,2,2,2,1,1,1,2,0,2
80,1,2,0,0,1,2,3,1,2,2,1,1,0,0,2,3,2,0,1,3,1,1,0,0,1,1,0,2,2,0,2,0,3,0,2,2,1,1,3,4,1,2,1,2,2,1,1,3,0,2
81,1,1,1,2,1,2,2,2,3,1,2,2,0,0,2,1,3,0,1,3,0,1,1,0,2,2,0,2,1,0,1,1,1,0,3,1,1,2,2,3,0,3,1,1,2,1,1,3,0,2
82,2,2,2,1,1,1,2,2,3,1,0,2,0,0,2,2,1,0,1,3,0,2,0,2,1,2,0,2,2,0,2,1,1,1,2,1,0,2,2,4,1,2,1,1,2,1,0,2,0,2
83,1,2,1,1,1,2,2,3,2,2,1,2,1,0,2,2,2,0,0,3,0,1,0,1,0,1,0,3,1,0,2,1,0,0,2,1,0,0,2,4,2,2,1,1,2,0,1,3,0,0
84,1,3,3,2,2,2,3,2,3,3,3,2,0,2,2,4,2,1,0,2,3,1,1,2,1,3,0,2,2,0,3,0,2,0,2,3,0,3,3,4,1,2,2,2,3,0,1,4,0,2
85,1,1,1,1,0,1,2,1,3,2,2,1,0,1,2,2,2,0,0,2,0,1,1,2,0,2,0,3,1,0,3,1,1,1,2,1,0,1,2,4,1,2,1,2,4,0,1,2,0,1
86,1,1,2,2,2,2,2,1,2,1,2,2,0,0,2,2,1,0,0,2,1,2,0,2,2,1,0,2,0,0,1,1,2,1,2,3,0,2,1,4,1,2,2,2,1,1,1,3,1,1
87,0,2,1,1,1,2,2,2,2,1,1,2,0,0,2,2,1,0,0,2,0,1,1,2,1,2,0,2,2,0,2,1,2,0,2,2,1,1,1,4,1,2,2,1,2,0,1,3,1,0
88,2,1,2,1,2,2,2,2,1,2,1,1,0,0,1,3,2,0,0,2,1,1,2,1,1,2,0,1,2,0,1,1,0,0,2,2,2,1,2,4,1,2,1,2,2,1,1,2,0,0
89,1,2,0,1,1,2,2,2,3,2,2,1,0,0,2,2,1,0,0,3,1,1,0,2,1,1,0,2,1,0,0,1,2,1,2,1,1,3,2,4,1,1,1,2,3,1,1,2,0,1
90,1,1,2,2,0,2,3,3,2,2,2,1,0,0,2,2,2,0,1,2,0,1,0,1,0,2,1,2,1,0,1,1,1,1,3,1,0,1,2,4,1,1,2,2,2,0,1,2,1,0
91,1,1,1,1,2,2,3,2,4,1,2,1,0,1,2,2,1,0,1,2,0,0,0,1,1,3,0,3,2,0,2,1,0,0,2,1,1,2,2,4,1,1,0,1,1,1,1,2,0,1
92,2,2,2,2,1,2,2,2,3,2,2,1,0,0,2,2,3,0,0,4,0,1,0,1,1,1,0,2,2,0,2,0,1,0,2,1,0,1,1,5,1,2,1,1,2,2,0,2,0,2
93,2,1,2,2,1,2,2,2,2,2,2,1,0,0,1,2,2,0,0,4,0,1,0,1,1,1,1,2,2,0,2,1,0,0,2,1,0,2,1,4,0,2,1,1,1,2,2,3,0,2
94,0,1,2,1,0,2,1,2,2,1,2,1,0,1,2,3,2,0,1,2,1,0,0,1,0,2,0,3,1,0,2,1,1,0,2,1,1,2,1,4,1,4,2,1,2,1,0,2,1,1
95,1,1,2,1,2,2,1,2,2,2,2,1,1,0,1,3,1,0,1,2,0,0,1,2,1,2,0,1,2,1,2,0,2,1,2,1,0,2,2,4,2,2,1,1,1,1,1,2,0,1
96,0,1,2,2,1,2,2,2,4,1,2,1,0,1,2,2,1,0,0,2,2,1,2,2,1,2,0,3,2,0,1,1,1,1,1,2,1,2,2,4,1,2,1,1,2,1,0,2,0,0
97,0,2,1,1,1,2,2,2,2,1,2,2,0,1,1,2,2,0,0,2,0,1,0,1,1,1,0,2,1,0,1,1,1,1,2,1,1,2,2,4,0,3,1,2,3,1,1,4,0,1
