id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,StructureType,BuildingType,OccupancyClass,OccupancyClass_Actual,NumberOfUnits,CensusBlock,CensusTract,FootprintID,geometry,DesignLevel,HeightClass
14,37.66085719004402,-122.06639944799416,2532.629817192865,3.0,1976.0,2651929.344731735,1767952.8964878235,W1,W,RES3,RES3D,12.0,60014365003007.0,6001436500.0,11942.0,POINT (-122.06639944799416 37.66085719004402),High-Code,
15,37.66134841819567,-122.07747383721922,794.9360225763164,1.0,1952.0,203376.43201592477,135584.28801061652,W1,W,RES1,RES1,1.0,60014365001005.0,6001436500.0,23111.0,POINT (-122.07747383721922 37.66134841819567),Moderate-Code,
16,37.6376899381812,-122.07779380128731,1196.0424729657846,1.0,1960.0,305995.5062835663,203997.0041890442,W1,W,RES1,RES1,1.0,60014376001000.0,6001437600.0,30287.0,POINT (-122.07779380128731 37.6376899381812),Moderate-Code,
17,37.651103801271574,-122.0447852591682,1360.0,2.0,1994.0,695884.8,463923.2,W1,W,RES1,RES1,1.0,60014351022000.0,6001435102.0,18432.0,POINT (-122.0447852591682 37.651103801271574),High-Code,
18,37.65734992585004,-122.0471647646354,3517.274603593772,1.0,1991.0,899859.5345834306,599906.3563889537,W1,W,RES1,RES1,1.0,60014351021015.0,6001435102.0,8867.0,POINT (-122.0471647646354 37.65734992585004),High-Code,
19,37.64535337445564,-122.10121500463242,1683.0,1.0,1960.0,430578.72,287052.48,W1,W,RES1,RES1,1.0,60014370003024.0,6001437000.0,12870.0,POINT (-122.10121500463242 37.64535337445564),Moderate-Code,
20,37.63560525109744,-122.0500747935892,1348.0,3.0,2021.0,717607.8,478405.2,W1,W,RES1,RES3B,3.0,60014351041009.0,6001435104.0,38285.0,POINT (-122.0500747935892 37.63560525109744),High-Code,
21,37.62202981305919,-122.09438130431654,767.355076977633,1.0,1977.0,196320.1228939576,130880.08192930507,W1,W,RES1,RES1,1.0,60014371012000.0,6001437101.0,12509.0,POINT (-122.09438130431654 37.62202981305919),High-Code,
22,37.62293805514101,-122.07722891893148,13.95443630328853,1.0,1970.0,1547.2678973086322,1031.5119315390882,MH,H,RES2,RES2,1.0,60014382012002.0,6001438201.0,19625.0,POINT (-122.07722891893148 37.62293805514101),Moderate-Code,
23,37.63637053488008,-122.06105498730815,1107.1643945976202,1.0,1950.0,283256.93871385517,188837.95914257012,W1,W,RES1,RES1,1.0,60014378002000.0,6001437800.0,24793.0,POINT (-122.06105498730815 37.63637053488008),Moderate-Code,
24,37.65109650299549,-122.01643291153471,2088.6666666666665,1.5,2001.0,801546.72,534364.48,W1,W,RES1,RES1,1.0,60014351034000.0,6001435103.0,24936.0,POINT (-122.01643291153471 37.65109650299549),High-Code,
25,37.660680445830984,-122.09825984762678,1032.0,1.0,1951.0,264026.88,176017.92,W1,W,RES1,RES1,1.0,60014367001000.0,6001436700.0,3781.0,POINT (-122.09825984762678 37.660680445830984),Moderate-Code,
26,37.6110157477259,-122.0947172969884,1791.3333333333333,1.5,2004.0,687442.0800000001,458294.72000000003,W1,W,RES1,RES1,1.0,60014371011007.0,6001437101.0,17384.0,POINT (-122.0947172969884 37.6110157477259),High-Code,
27,37.63935066201874,-122.06479664122374,1686.0,1.5,2000.0,647019.36,431346.24,W1,W,RES1,RES1,1.0,60014378001005.0,6001437800.0,32968.0,POINT (-122.06479664122374 37.63935066201874),High-Code,
28,37.628126325791904,-122.04117435761849,1548.0,1.0,1960.0,396040.32,264026.88,W1,W,RES1,RES1,1.0,60014380001001.0,6001438000.0,34191.0,POINT (-122.04117435761849 37.628126325791904),Moderate-Code,
29,37.61927758427231,-122.03178058168977,1175.0,1.0,1956.0,300612.0,200408.0,W1,W,RES1,RES1,1.0,60014380002007.0,6001438000.0,6236.0,POINT (-122.03178058168977 37.61927758427231),Moderate-Code,
30,37.62207080345928,-122.06324954813125,61.05609102988226,1.0,1978.0,6769.899373393346,4513.266248928897,MH,H,RES2,RES2,1.0,60014382043021.0,6001438204.0,35199.0,POINT (-122.06324954813125 37.62207080345928),High-Code,
31,37.647696253648164,-122.09519980620836,1153.0,1.0,1959.0,294983.52,196655.68,W1,W,RES1,RES1,1.0,60014368002002.0,6001436800.0,9610.0,POINT (-122.09519980620836 37.647696253648164),Moderate-Code,
32,37.68428251438345,-122.09164895203975,2984.0,1.0,1950.0,598038.3600000001,398692.24000000005,W2,W,COM1,COM1,1.0,60014355002000.0,6001435500.0,25309.0,POINT (-122.09164895203975 37.68428251438345),Moderate-Code,
33,37.656368083521976,-122.01524005617536,1311.0,2.0,2008.0,670812.48,447208.32,W1,W,RES1,RES1,1.0,60014351031022.0,6001435103.0,32634.0,POINT (-122.01524005617536 37.656368083521976),High-Code,
34,37.64026549637969,-122.05999563051952,1685.0,1.0,1979.0,431090.39999999997,287393.6,W1,W,RES1,RES1,1.0,60014379001011.0,6001437900.0,34829.0,POINT (-122.05999563051952 37.64026549637969),High-Code,
35,37.64328223375507,-122.06179442757927,6852.1118517,1.0,1976.0,1373265.9967584556,915510.6645056371,S1,S,COM1,COM1,1.0,60014379002005.0,6001437900.0,8028.0,POINT (-122.06179442757927 37.64328223375507),High-Code,Low-Rise
36,37.62278092888199,-122.0669578409847,2667.55645775,1.0,1974.0,295778.66003532,197185.77335688,MH,H,RES2,RES2,1.0,60014382031035.0,6001438203.0,8606.0,POINT (-122.0669578409847 37.62278092888199),Moderate-Code,
37,37.642717621966995,-122.11513182460114,392.1019222330003,2.0,1992.0,200630.71156818164,133753.80771212108,W1,W,RES1,RES1,1.0,60014372004000.0,6001437200.0,25239.0,POINT (-122.11513182460114 37.642717621966995),High-Code,
38,37.64399973842619,-122.06178463557713,2123.383493251341,1.0,1961.0,425557.9027999675,283705.26853331167,W2,W,COM1,COM1,1.0,60014379002005.0,6001437900.0,30945.0,POINT (-122.06178463557713 37.64399973842619),Moderate-Code,
39,37.651964999505644,-122.02521069157766,1030.0,2.0,1991.0,527030.3999999999,351353.6,W1,W,RES1,RES1,1.0,60014351034000.0,6001435103.0,31027.0,POINT (-122.02521069157766 37.651964999505644),High-Code,
40,37.638507966975055,-122.06467063287663,2428.230408841757,2.0,1979.0,861778.9720979393,574519.3147319596,W1,W,RES1,RES3B,3.0,60014378001005.0,6001437800.0,26334.0,POINT (-122.06467063287663 37.638507966975055),High-Code,
41,37.61349581546943,-122.03708178712742,1497.0,1.0,1961.0,382992.48,255328.32,W1,W,RES1,RES1,1.0,60014381004010.0,6001438100.0,36671.0,POINT (-122.03708178712742 37.61349581546943),Moderate-Code,
42,37.61225362253594,-122.09451509429124,1875.1455556891221,1.5,2003.0,719605.8584512575,479737.238967505,W1,W,RES1,RES1,1.0,60014371011019.0,6001437101.0,25093.0,POINT (-122.09451509429124 37.61225362253594),High-Code,
43,37.62175341289578,-122.07016824146017,2184.77358408,1.0,1982.0,242247.69500279042,161498.4633351936,MH,H,RES2,RES2,1.0,60014382031028.0,6001438203.0,10729.0,POINT (-122.07016824146017 37.62175341289578),High-Code,
44,37.65287210932792,-122.09865765389006,1161.0,1.0,1957.0,297030.24,198020.16,W1,W,RES1,RES1,1.0,60014368002002.0,6001436800.0,22861.0,POINT (-122.09865765389006 37.65287210932792),Moderate-Code,
45,37.638847947061514,-122.06653889668158,1686.0,1.5,2000.0,647019.36,431346.24,W1,W,RES1,RES1,1.0,60014378001007.0,6001437800.0,21128.0,POINT (-122.06653889668158 37.638847947061514),High-Code,
46,37.659646971613874,-122.04870482824909,846.0,1.0,1936.0,216440.64,144293.76,W1,W,RES1,RES1,1.0,60014351021008.0,6001435102.0,34523.0,POINT (-122.04870482824909 37.659646971613874),Moderate-Code,
47,37.64769737883021,-122.06734274110872,804.8430788617777,1.0,1950.0,205911.0532959972,137274.0355306648,W1,W,RES1,RES1,1.0,60014379002003.0,6001437900.0,10432.0,POINT (-122.06734274110872 37.64769737883021),Moderate-Code,
48,37.645205050871716,-122.09140020390514,1077.0,1.0,1955.0,275539.68,183693.12,W1,W,RES1,RES1,1.0,60014374001004.0,6001437400.0,36080.0,POINT (-122.09140020390514 37.645205050871716),Moderate-Code,
49,37.61649445030186,-122.03305401277957,1368.0,1.0,1957.0,349989.12,233326.08000000002,W1,W,RES1,RES1,1.0,60014381004002.0,6001438100.0,10390.0,POINT (-122.03305401277957 37.61649445030186),Moderate-Code,
