ID,lon,lat,vs30,z1pt0,z2pt5,vsInferred
172,-122.02,37.6532,502.5,346.66668701171875,3210.0,1
173,-122.02,37.6562,502.5,346.66668701171875,3220.0,1
174,-122.02,37.6596,502.5,346.66668701171875,3220.0,1
175,-122.02,37.6626,502.5,346.66668701171875,3220.0,1
176,-122.02,37.6656,502.5,346.66668701171875,3306.66650390625,1
177,-122.02,37.669,496.17479974367404,346.66668701171875,3306.66650390625,1
178,-122.02,37.672,488.0423994140845,346.66668701171875,3306.66650390625,1
179,-122.02,37.675,479.90999908449515,346.66668701171875,3306.66650390625,1
180,-122.02,37.678,471.7775987549057,346.66668701171875,3306.66650390625,1
181,-122.02,37.6813,462.83195839234963,346.66668701171875,3306.66650390625,1
182,-122.02,37.6844,454.42847805178405,346.66668701171875,3306.66650390625,1
183,-122.02,37.6874,446.2960777221946,340.0,3406.66650390625,1
184,-122.02,37.6907,437.3504373596385,340.0,3406.66650390625,1
185,-122.02,37.6937,429.21803703004906,340.0,3406.66650390625,1
186,-122.025,37.6003,314.875329116821,190.270263671875,871.4285888671875,1
187,-122.025,37.6033,331.91490568542764,190.270263671875,871.4285888671875,1
188,-122.025,37.6067,351.2264257965098,152.0,870.0,1
189,-122.025,37.6097,368.2660023651164,152.0,870.0,1
190,-122.025,37.6127,385.305578933723,152.0,870.0,1
191,-122.025,37.6157,402.3451555023297,94.0625,882.8571166992188,1
192,-122.025,37.6191,421.6566756134521,94.0625,882.8571166992188,1
193,-122.025,37.6221,438.69625218205874,94.0625,882.8571166992188,1
194,-122.025,37.6251,455.7358287506655,0.0,0.0,1
195,-122.025,37.6285,475.04734886174765,0.0,0.0,1
196,-122.025,37.6315,492.0869254303542,0.0,0.0,1
197,-122.025,37.6345,502.4999999999999,0.0,0.0,1
198,-122.025,37.6378,502.49999999999994,0.0,0.0,1
199,-122.025,37.6408,502.5,0.0,0.0,1
200,-122.025,37.6439,502.5,0.0,0.0,1
201,-122.025,37.6469,502.5,340.0,1706.842041015625,1
202,-122.025,37.6502,502.49999999999994,340.0,1706.842041015625,1
203,-122.025,37.6532,502.5,340.0,1706.842041015625,1
204,-122.025,37.6562,502.5,340.0,3213.33349609375,1
205,-122.025,37.6596,502.5,340.0,3213.33349609375,1
206,-122.025,37.6626,502.5,340.0,3213.33349609375,1
207,-122.025,37.6656,502.49999999999994,346.66668701171875,3220.0,1
208,-122.025,37.669,494.5934996795892,346.66668701171875,3220.0,1
209,-122.025,37.672,484.427999267598,346.66668701171875,3220.0,1
210,-122.025,37.675,474.26249885560685,346.66668701171875,3220.0,1
211,-122.025,37.678,464.0969984436157,333.33331298828125,3306.66650390625,1
212,-122.025,37.6813,452.9149479904158,333.33331298828125,3306.66650390625,1
213,-122.025,37.6844,442.4105975647045,333.33331298828125,3306.66650390625,1
214,-122.025,37.6874,432.24509715271324,346.66668701171875,3306.66650390625,1
215,-122.025,37.6907,421.06304669951334,346.66668701171875,3306.66650390625,1
216,-122.025,37.6937,410.8975462875222,346.66668701171875,3306.66650390625,1
217,-122.031,37.6003,300.83941215270954,190.270263671875,871.4285888671875,1
218,-122.031,37.6033,319.15369359192186,190.270263671875,871.4285888671875,1
219,-122.031,37.6067,339.90987922302344,152.0,870.0,1
220,-122.031,37.6097,358.22416066223576,152.0,870.0,1
221,-122.031,37.6127,376.53844210144814,152.0,870.0,1
222,-122.031,37.6157,394.8527235406605,94.0625,882.8571166992188,1
223,-122.031,37.6191,415.6089091718054,94.0625,882.8571166992188,1
224,-122.031,37.6221,433.92319061101773,94.0625,882.8571166992188,1
225,-122.031,37.6251,452.23747205023017,0.0,0.0,1
226,-122.031,37.6285,472.9936576813316,0.0,0.0,1
227,-122.031,37.6315,491.307939120544,0.0,0.0,1
228,-122.031,37.6345,502.5,0.0,0.0,1
229,-122.031,37.6378,502.5,0.0,0.0,1
230,-122.031,37.6408,502.5,0.0,0.0,1
231,-122.031,37.6439,502.49999999999994,0.0,0.0,1
232,-122.031,37.6469,502.49999999999994,340.0,1706.842041015625,1
