,POP,UNITS,OCCUPIED,state,county,tract,block,cb_code
11524,0,0,0,06,001,438203,1052,060014382031052
11525,0,0,0,06,001,438203,1054,060014382031054
11526,0,0,0,06,001,438203,1055,060014382031055
11527,0,0,0,06,001,438203,1056,060014382031056
11528,0,0,0,06,001,438203,1058,060014382031058
11529,0,0,0,06,001,438203,1059,060014382031059
11530,0,0,0,06,001,438203,1061,060014382031061
11531,0,0,0,06,001,438203,1062,060014382031062
11532,0,0,0,06,001,438203,1064,060014382031064
11533,0,0,0,06,001,438203,1065,060014382031065
11534,0,0,0,06,001,438203,1066,060014382031066
11535,0,0,0,06,001,438203,1068,060014382031068
11536,0,0,0,06,001,438203,1069,060014382031069
11537,0,0,0,06,001,438203,1071,060014382031071
11538,0,0,0,06,001,438203,1072,060014382031072
11539,0,0,0,06,001,438203,1074,060014382031074
11540,0,0,0,06,001,438203,1075,060014382031075
11541,0,0,0,06,001,438203,1077,060014382031077
11542,0,0,0,06,001,438203,1078,060014382031078
11543,0,0,0,06,001,438203,1044,060014382031044
11544,0,0,0,06,001,438203,1080,060014382031080
11545,62,9,9,06,001,438204,1015,060014382041015
11546,130,33,33,06,001,438204,1018,060014382041018
11547,0,0,0,06,001,438204,2001,060014382042001
11548,232,90,90,06,001,438204,2005,060014382042005
11549,64,13,7,06,001,438204,2008,060014382042008
11550,47,21,18,06,001,438204,2011,060014382042011
11551,30,14,14,06,001,438204,2015,060014382042015
11552,0,0,0,06,001,438204,2018,060014382042018
11553,147,39,39,06,001,438204,3001,060014382043001
11554,56,15,15,06,001,438204,3005,060014382043005
11555,382,134,134,06,001,438204,3008,060014382043008
11556,77,34,26,06,001,438204,3024,060014382043024
11557,14,1,1,06,001,438204,3027,060014382043027
11558,751,240,236,06,001,438204,1000,060014382041000
11559,0,0,0,06,001,438204,1001,060014382041001
11560,53,22,22,06,001,438204,1002,060014382041002
11561,67,15,15,06,001,438204,1003,060014382041003
11562,38,12,12,06,001,438204,1004,060014382041004
11563,66,24,24,06,001,438204,1005,060014382041005
11564,83,20,17,06,001,438204,1006,060014382041006
11565,24,9,9,06,001,438204,1007,060014382041007
11566,44,10,10,06,001,438204,1008,060014382041008
11567,143,49,49,06,001,438204,1009,060014382041009
11568,39,8,8,06,001,438204,1010,060014382041010
11569,0,0,0,06,001,438204,1011,060014382041011
11570,0,0,0,06,001,438204,1012,060014382041012
11571,30,1,1,06,001,438204,1013,060014382041013
11572,0,0,0,06,001,438204,1014,060014382041014
11573,111,23,23,06,001,438204,1016,060014382041016
11574,147,38,38,06,001,438204,1017,060014382041017
11575,246,69,69,06,001,438204,1019,060014382041019
11576,0,0,0,06,001,438204,2000,060014382042000
11577,194,49,49,06,001,438204,2002,060014382042002
11578,0,0,0,06,001,438204,2003,060014382042003
11579,0,0,0,06,001,438204,2004,060014382042004
11580,63,14,14,06,001,438204,2006,060014382042006
11581,55,22,22,06,001,438204,2007,060014382042007
11582,82,23,23,06,001,438204,2009,060014382042009
11583,29,19,19,06,001,438204,2010,060014382042010
11584,186,77,77,06,001,438204,2012,060014382042012
11585,29,13,11,06,001,438204,2013,060014382042013
11586,67,17,12,06,001,438204,2014,060014382042014
11587,41,14,14,06,001,438204,2016,060014382042016
11588,35,23,23,06,001,438204,2017,060014382042017
11589,0,0,0,06,001,438204,2019,060014382042019
11590,207,71,71,06,001,438204,3000,060014382043000
11591,55,17,13,06,001,438204,3002,060014382043002
11592,100,25,24,06,001,438204,3003,060014382043003
11593,155,42,42,06,001,438204,3004,060014382043004
11594,463,151,149,06,001,438204,3006,060014382043006
11595,0,0,0,06,001,438204,3007,060014382043007
11596,55,9,9,06,001,438204,3009,060014382043009
11597,32,13,13,06,001,438204,3010,060014382043010
11598,71,28,28,06,001,438204,3011,060014382043011
11599,70,30,24,06,001,438204,3012,060014382043012
11600,0,0,0,06,001,438204,3013,060014382043013
11601,0,0,0,06,001,438204,3014,060014382043014
11602,198,59,59,06,001,438204,3015,060014382043015
11603,129,37,37,06,001,438204,3016,060014382043016
11604,100,29,29,06,001,438204,3017,060014382043017
11605,42,30,30,06,001,438204,3018,060014382043018
11606,154,86,84,06,001,438204,3019,060014382043019
11607,67,35,35,06,001,438204,3020,060014382043020
11608,77,37,37,06,001,438204,3021,060014382043021
11609,18,1,1,06,001,438204,3022,060014382043022
11610,45,27,27,06,001,438204,3023,060014382043023
11611,0,0,0,06,001,438204,3025,060014382043025
11612,0,0,0,06,001,438204,3026,060014382043026
11613,38,16,16,06,001,438204,3028,060014382043028
11614,181,41,41,06,001,438300,1002,060014383001002
11615,181,47,47,06,001,438300,1005,060014383001005
11616,0,0,0,06,001,438300,2000,060014383002000
11617,159,28,28,06,001,438300,2003,060014383002003
11618,102,21,21,06,001,438300,2007,060014383002007
11619,43,15,15,06,001,438300,2010,060014383002010
11620,79,12,12,06,001,438300,2013,060014383002013
11621,0,0,0,06,001,438300,3002,060014383003002
11622,0,0,0,06,001,438300,3006,060014383003006
11623,0,0,0,06,001,438300,1000,060014383001000
11624,358,89,87,06,001,438300,1001,060014383001001
11625,107,31,31,06,001,438300,1003,060014383001003
11626,148,40,39,06,001,438300,1004,060014383001004
11627,151,43,43,06,001,438300,1006,060014383001006
11628,179,40,40,06,001,438300,2001,060014383002001
11629,221,48,48,06,001,438300,2002,060014383002002
11630,123,28,28,06,001,438300,2004,060014383002004
11631,103,29,29,06,001,438300,2005,060014383002005
11632,139,32,32,06,001,438300,2006,060014383002006
11633,139,29,26,06,001,438300,2008,060014383002008
11634,148,36,36,06,001,438300,2009,060014383002009
11635,109,22,13,06,001,438300,2011,060014383002011
11636,120,27,27,06,001,438300,2012,060014383002012
11637,0,0,0,06,001,438300,3000,060014383003000
11638,0,0,0,06,001,438300,3001,060014383003001
11639,160,35,35,06,001,438300,3003,060014383003003
11640,114,31,30,06,001,438300,3004,060014383003004
11641,105,30,30,06,001,438300,3005,060014383003005
11642,0,0,0,06,001,438300,3007,060014383003007
11643,178,51,51,06,001,438300,3008,060014383003008
11644,163,39,39,06,001,438300,3009,060014383003009
11645,94,21,21,06,001,438300,3010,060014383003010
11646,83,25,25,06,001,438300,3011,060014383003011
11647,78,14,14,06,001,438300,3012,060014383003012
11648,100,24,24,06,001,438300,1007,060014383001007
11649,59,14,14,06,001,438400,2002,060014384002002
11650,57,14,12,06,001,438400,2005,060014384002005
11651,25,8,8,06,001,438400,2009,060014384002009
11652,0,0,0,06,001,438400,2012,060014384002012
11653,0,0,0,06,001,438400,2015,060014384002015
11654,0,0,0,06,001,438400,2018,060014384002018
11655,103,27,27,06,001,438400,1000,060014384001000
11656,129,30,30,06,001,438400,1001,060014384001001
11657,293,89,89,06,001,438400,1002,060014384001002
11658,71,17,17,06,001,438400,1003,060014384001003
11659,0,0,0,06,001,438400,1004,060014384001004
11660,102,25,25,06,001,438400,1005,060014384001005
11661,227,83,81,06,001,438400,1006,060014384001006
11662,62,27,27,06,001,438400,1007,060014384001007
11663,127,36,36,06,001,438400,1008,060014384001008
11664,441,128,128,06,001,438400,2000,060014384002000
11665,463,150,150,06,001,438400,2001,060014384002001
11666,13,1,0,06,001,438400,2003,060014384002003
11667,63,16,16,06,001,438400,2004,060014384002004
11668,82,26,25,06,001,438400,2006,060014384002006
11669,0,0,0,06,001,438400,2007,060014384002007
11670,84,35,35,06,001,438400,2008,060014384002008
11671,0,0,0,06,001,438400,2010,060014384002010
11672,0,0,0,06,001,438400,2011,060014384002011
11673,18,1,0,06,001,438400,2013,060014384002013
11674,0,0,0,06,001,438400,2014,060014384002014
11675,0,0,0,06,001,438400,2016,060014384002016
11676,0,0,0,06,001,438400,2017,060014384002017
11677,0,0,0,06,001,438400,2019,060014384002019
11678,0,0,0,06,001,438400,2020,060014384002020
11679,0,0,0,06,001,438400,2021,060014384002021
11680,41,15,14,06,001,438400,2022,060014384002022
11684,0,0,0,06,001,440100,1012,060014401001012
15443,0,0,0,06,001,450601,1001,060014506011001
15444,0,0,0,06,001,450601,1004,060014506011004
15463,0,0,0,06,001,450601,2047,060014506012047
15465,0,0,0,06,001,450601,3003,060014506013003
15470,0,0,0,06,001,450601,1000,060014506011000
15471,0,0,0,06,001,450601,1002,060014506011002
15472,0,0,0,06,001,450601,1003,060014506011003
15477,0,0,0,06,001,450601,1010,060014506011010
15544,0,0,0,06,001,450601,2048,060014506012048
15545,0,0,0,06,001,450601,2049,060014506012049
15546,0,0,0,06,001,450601,2050,060014506012050
15548,5,2,1,06,001,450601,3002,060014506013002
15549,0,0,0,06,001,450601,3004,060014506013004
18459,0,0,0,06,001,990000,0007,060019900000007
18461,0,0,0,06,001,990000,0014,060019900000014
18468,0,0,0,06,001,990000,0008,060019900000008
18471,0,0,0,06,001,990000,0012,060019900000012
18472,0,0,0,06,001,990000,0013,060019900000013
