id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,StructureType,BuildingType,OccupancyClass,OccupancyClass_Actual,NumberOfUnits,CensusBlock,CensusTract,FootprintID,geometry,DesignLevel,HeightClass
20,37.65794089117916,-122.08297291748688,1418.0,1.0,1952.0,362781.12,241854.08000000002,W1,W,RES1,RES1,1.0,60014366011006.0,6001436601.0,4756.0,POINT (-122.08297291748688 37.65794089117916),Moderate-Code,
21,37.63542159393497,-122.07400072766075,908.0,1.0,1960.0,232302.72000000003,154868.48,W1,W,RES1,RES1,1.0,60014377013000.0,6001437701.0,20706.0,POINT (-122.07400072766075 37.63542159393497),Moderate-Code,
22,37.6405037663816,-122.11219152816543,1333.3333333333333,1.5,1994.0,511680.0,341120.0,W1,W,RES1,RES1,1.0,60014372002004.0,6001437200.0,12616.0,POINT (-122.11219152816543 37.6405037663816),High-Code,
23,37.62228728000582,-122.03351779838363,1812.0,1.0,1957.0,463582.0800000001,309054.72000000003,W1,W,RES1,RES1,1.0,60014380001007.0,6001438000.0,11771.0,POINT (-122.03351779838363 37.62228728000582),Moderate-Code,
24,37.61542956178198,-122.03223395854333,1250.0,1.0,1957.0,319800.0,213200.0,W1,W,RES1,RES1,1.0,60014381004002.0,6001438100.0,18699.0,POINT (-122.03223395854333 37.61542956178198),Moderate-Code,
25,37.660069625092795,-122.11243302272378,774.6666666666666,1.5,1953.0,297286.08,198190.72,W1,W,RES1,RES1,1.0,60014369004017.0,6001436900.0,24781.0,POINT (-122.11243302272378 37.660069625092795),Moderate-Code,
26,37.67630273866107,-122.09268968313214,913.934348933288,1.0,1940.0,233820.9638310924,155880.6425540616,W1,W,RES1,RES1,1.0,60014355003012.0,6001435500.0,34617.0,POINT (-122.09268968313214 37.67630273866107),Moderate-Code,
27,37.6209934384101,-122.09293742643399,1958.861494513249,1.0,1977.0,501155.1247562696,334103.41650417977,W1,W,RES1,RES1,1.0,60014371012008.0,6001437101.0,31371.0,POINT (-122.09293742643399 37.6209934384101),High-Code,
28,37.62064343402934,-122.06376001548091,2424.43126919,1.0,1978.0,268820.93912778725,179213.9594185248,MH,H,RES2,RES2,1.0,60014382043019.0,6001438204.0,7541.0,POINT (-122.06376001548091 37.62064343402934),High-Code,
29,37.64805703576565,-122.11413796833904,2349.65027939,1.5,1980.0,601134.5274791375,400756.35165275837,W1,W,RES1,RES1,1.0,60014372005005.0,6001437200.0,15477.0,POINT (-122.11413796833904 37.64805703576565),High-Code,
30,37.65733531435452,-122.02232000548501,1532.5,2.0,2001.0,784149.6000000001,522766.4,W1,W,RES1,RES1,1.0,60014351021000.0,6001435102.0,14549.0,POINT (-122.02232000548501 37.65733531435452),High-Code,
31,37.6419302678885,-122.0966449819187,2035.2951109518417,1.0,1958.0,520709.9011859192,347139.9341239461,W1,W,RES1,RES1,1.0,60014370001005.0,6001437000.0,6458.0,POINT (-122.0966449819187 37.6419302678885),Moderate-Code,
32,37.65108478829691,-122.03968356452455,1205.3333333333333,1.5,1980.0,462558.72,308372.48,W1,W,RES1,RES1,1.0,60014351023000.0,6001435102.0,5646.0,POINT (-122.03968356452455 37.65108478829691),High-Code,
33,37.646727491897465,-122.07645676328173,915.5,2.0,1991.0,468443.04,312295.36,W1,W,RES1,RES1,1.0,60014378003005.0,6001437800.0,28910.0,POINT (-122.07645676328173 37.646727491897465),High-Code,
34,37.619500814876574,-122.03225104748707,1078.0,1.0,1956.0,275795.52,183863.68,W1,W,RES1,RES1,1.0,60014380002005.0,6001438000.0,15954.0,POINT (-122.03225104748707 37.619500814876574),Moderate-Code,
35,37.64800480152045,-122.10305291992047,1351.76511222,1.0,1960.0,345835.5863103648,230557.0575402432,W1,,RES1,RES1,1.0,60014370003016.0,6001437000.0,38254.0,POINT (-122.10305291992047 37.64800480152045),Moderate-Code,
36,37.66292001452601,-122.07181107233187,1906.0,1.0,1961.0,487631.04,325087.36,W1,W,RES1,RES1,1.0,60014365003000.0,6001436500.0,23279.0,POINT (-122.07181107233187 37.66292001452601),Moderate-Code,
37,37.68158575670387,-122.0879633975462,528.3614478971183,1.0,1956.0,105891.55958030098,70594.37305353399,RM1,M,COM1,COM1,1.0,60014355002007.0,6001435500.0,5152.0,POINT (-122.0879633975462 37.68158575670387),Moderate-Code,Low-Rise
38,37.65574782573576,-122.08195012322116,546.4086079451728,1.0,1950.0,139793.178256693,93195.45217112867,W1,W,RES1,RES1,1.0,60014366012012.0,6001436601.0,20502.0,POINT (-122.08195012322116 37.65574782573576),Moderate-Code,
