loc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
38,0.02,0.1,0.0,0.1,0.02,0.1,0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.1,0.02,0.1,0.0,0.02,0.02,0.02,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.1,0.0,0.1,0.1,1.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02
39,0.02,0.02,0.0,0.1,0.1,0.447,0.1,0.1,0.1,0.02,0.02,0.02,0.0,0.02,0.02,0.1,0.02,0.0,0.0,1.0,0.02,0.02,0.02,0.1,0.0,0.02,0.0,0.1,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.1,0.0,0.02,0.02,1.0,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.1,0.0,0.0
40,0.02,0.02,0.02,0.1,0.02,0.1,0.02,0.447,0.447,0.1,0.02,0.02,0.02,0.02,0.0,0.1,0.0,0.02,0.0,0.1,0.02,0.0,0.02,0.1,0.0,0.02,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.1,1.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02
41,0.02,0.0,0.0,0.02,0.02,0.02,0.1,0.1,0.447,0.1,0.02,0.0,0.02,0.0,0.0,0.1,0.02,0.02,0.02,0.1,0.02,0.1,0.02,0.1,0.02,0.02,0.0,0.447,0.0,0.0,0.1,0.1,0.0,0.0,0.02,0.1,0.02,0.02,0.1,1.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.02
42,0.0,0.02,0.02,0.02,0.0,0.1,0.0,0.1,0.02,0.02,0.1,0.0,0.02,0.0,0.1,0.1,0.1,0.02,0.02,0.1,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.1,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,1.0,0.02,0.1,0.02,0.0,0.02,0.0,0.0,0.1,0.02,0.02
43,0.02,0.1,0.02,0.02,0.1,0.1,0.1,0.02,0.1,0.0,0.02,0.0,0.0,0.02,0.0,0.1,0.02,0.0,0.0,0.02,0.02,0.1,0.02,0.1,0.02,0.1,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.1,1.0,0.02,0.1,0.0,0.0,0.1,0.02,0.0,0.02,0.0,0.02
44,0.0,0.1,0.1,0.1,0.02,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.02,0.0,0.0,0.1,0.02,0.0,0.02,0.1,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.02,1.0,0.02,0.1,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.02
45,0.02,0.0,0.02,0.1,0.02,0.447,0.02,0.1,0.02,0.02,0.1,0.02,0.02,0.0,0.1,0.1,0.02,0.0,0.0,0.1,0.02,0.1,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.1,0.02,0.0,0.02,0.02,1.0,0.02,0.1,0.0,0.02,0.02,0.02,0.0,0.1,0.02,0.0
46,0.02,0.02,0.02,0.02,0.1,0.1,0.02,0.1,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.1,0.1,0.0,0.0,0.1,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.1,0.0,0.0,0.02,0.1,0.0,0.02,0.1,0.447,0.1,0.02,0.0,0.02,0.0,0.1,0.0,0.1,0.02,0.02
47,0.02,1.0,0.1,0.1,0.02,0.4,0.1,1.0,0.1,0.1,0.1,0.02,0.0,0.02,0.4,0.4,0.1,0.02,0.1,0.4,0.0,0.4,0.0,0.02,0.1,0.1,0.0,0.4,0.1,0.02,0.4,0.1,0.0,0.02,0.4,0.1,0.02,0.02,0.02,1.0,0.1,0.1,0.4,0.0,0.0,0.0,0.1,0.4,0.0,0.02
48,0.0,0.1,0.1,0.1,0.02,0.1,0.1,0.404,0.404,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.02,0.0,0.404,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.404,0.1,0.0,0.1,0.404,1.0,0.0,0.0,0.1,0.02,0.1,0.1,0.0,0.404,0.0,0.1
49,0.0,0.1,0.02,0.0,0.02,0.1,0.02,0.1,0.355,0.1,0.1,0.1,0.0,0.0,0.02,0.1,0.02,0.02,0.0,0.1,0.0,0.0,0.1,0.02,0.1,0.02,0.0,0.355,0.02,0.02,0.355,0.02,0.0,0.0,0.1,0.1,0.02,0.02,0.02,0.355,0.1,0.355,0.1,0.02,0.02,0.02,0.0,0.1,0.0,0.02
50,0.0,0.1,0.02,0.0,0.02,0.414,0.1,0.02,0.1,0.1,0.1,0.02,0.0,0.0,0.1,0.414,0.02,0.02,0.0,0.1,0.0,0.02,0.0,0.02,0.02,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,1.0,0.02,0.1,0.1,0.1,0.02,0.0,0.1,0.414,0.0,0.0
51,0.016,0.016,0.0,0.0,0.016,0.1,0.1,0.1,0.1,0.016,0.1,0.407,0.0,0.0,0.016,0.407,0.1,0.016,0.0,0.1,0.0,0.016,0.0,0.1,0.1,0.016,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.016,0.016,0.016,0.407,0.016,0.1,0.016,0.016,0.016,0.1,0.0,0.1,0.016,0.016
52,0.02,0.02,0.02,0.02,0.0,1.0,0.02,0.1,0.1,0.02,0.447,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.1,0.0,0.0,0.1,0.02,0.0,0.0,0.1,0.02,0.02,0.0,0.02,0.447,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02
53,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.1,0.1,0.02,0.02,0.0,0.0,0.0,0.0,0.1,0.02,0.1,0.0,0.1,0.0,0.02,0.02,0.1,0.0,0.1,0.0,0.02,0.0,0.0,0.1,0.02,0.0,0.0,0.1,0.02,0.02,0.02,0.02,1.0,0.02,0.1,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
54,0.02,0.02,0.1,0.0,0.1,1.0,0.1,0.1,0.1,0.1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.1,0.0,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.1,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.1
55,0.1,0.1,0.0,0.1,0.02,0.1,0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.0,0.02,0.1,0.1,0.0,0.02,0.1,0.0,0.02,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.02,0.0,0.02,0.02,1.0,0.1,0.1,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.02
56,0.0,0.0,0.0,0.1,0.02,0.1,0.0,0.02,0.447,0.02,0.1,0.02,0.0,0.0,0.0,0.02,0.1,0.02,0.0,0.447,0.02,0.0,0.02,0.1,0.1,0.1,0.02,0.1,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.02,1.0,0.1,0.447,0.0,0.0,0.0,0.02,0.0,0.1,0.0,0.1
57,0.02,0.0,0.02,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.02,0.02,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.1,0.02,0.0,0.02,0.02,0.02,0.02,0.1,0.02,0.0,0.02,0.1,1.0,0.1,0.1,0.0,0.02,0.02,0.02,0.0,0.1,0.02,0.02
58,0.0,0.02,0.02,0.02,0.1,0.1,0.02,0.1,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.1,0.02,0.02,0.02,0.1,0.0,0.447,0.02,0.0,0.1,0.1,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.447,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.1
59,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.447,0.02,0.02,0.1,0.02,0.0,0.02,0.0,0.02,0.1,0.0,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.1,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.02,0.02,0.0,0.02,1.0,0.0,0.447,0.02,0.0,0.02,0.1,0.0,0.1,0.02,0.0
60,0.0,0.02,0.02,0.02,0.0,0.1,0.1,0.1,0.1,0.02,0.02,0.02,0.0,0.02,0.02,0.1,0.02,0.0,0.0,0.1,0.02,0.0,0.02,0.1,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.1,0.0,0.0,0.02,0.02,0.02,0.02,0.02,1.0,0.0,0.1,0.02,0.1,0.0,0.02,0.0,0.02,0.02,0.02
61,0.02,0.02,0.0,0.1,0.0,1.0,0.0,0.447,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.1,0.02,0.02,0.0,0.02,0.02,0.02,0.1,0.02,0.1,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.1,0.02,0.0,0.1,0.02,1.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.1,0.02,0.02
62,0.0,0.1,0.02,0.0,0.1,0.1,0.02,1.0,0.1,0.02,0.0,0.02,0.0,0.0,0.1,0.404,0.1,0.0,0.0,0.404,0.1,0.1,0.02,0.02,0.1,0.1,0.0,0.404,0.02,0.0,0.1,0.1,0.0,0.0,0.1,0.02,0.0,0.1,0.1,1.0,0.0,0.404,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.02
63,0.0,0.404,0.1,0.02,0.02,0.1,0.1,1.0,0.404,0.02,0.1,0.0,0.02,0.02,0.1,0.404,0.1,0.0,0.0,0.1,0.02,0.404,0.02,0.1,0.02,0.1,0.0,1.0,0.1,0.02,0.1,0.404,0.0,0.0,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.02,0.1,0.02,0.0,1.0,0.1,0.02
64,0.02,0.0,0.02,0.02,0.02,0.1,0.02,0.447,0.1,0.02,0.02,0.02,0.0,0.0,0.0,0.1,0.02,0.02,0.0,0.447,0.0,0.0,0.02,0.1,0.02,0.02,0.0,0.1,0.02,0.1,0.02,0.02,0.0,0.0,0.0,0.1,0.02,0.02,0.0,1.0,0.02,0.02,0.02,0.0,0.02,0.1,0.0,0.02,0.0,0.0
65,0.02,0.0,0.02,0.02,0.02,0.447,0.0,0.1,0.1,0.02,0.02,0.0,0.02,0.0,0.02,0.1,0.02,0.0,0.0,0.1,0.1,0.02,0.02,0.02,0.02,0.1,0.0,0.1,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.1,0.0,0.0,0.02,1.0,0.02,0.447,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0
66,0.02,0.02,0.02,0.02,0.02,0.1,0.1,0.1,0.1,0.02,0.1,0.0,0.02,0.0,0.0,0.1,0.02,0.0,0.0,0.1,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.447,0.0,0.0,0.02,0.1,0.0,0.0,0.1,0.02,0.0,0.0,0.1,0.447,0.02,0.1,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.02
